LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
AC004012.1,0,51,38,0,0,168,0,28,1,3,19,30,49,2,45555.52714,745,1,10448.13889,15085.5,0,0,19962,1,6.66,14,44,41,222,14,208,14,34,48,1,21494.9899,17258,3,48034.40405,745,1,12498.57832,15414,1.5,24833.45904,18286,2.5,46934.36949,742,1,12376.58224,15310,52,91,7,10,90,329,49
AC004014.3,0,62,49,0,0,67,0,1,0,2,2,10,12,0,0,0,1,567.29995,3051.5,0,0,19962,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
AC004019.13,3,90,46,0,0,0,0,3,0,2,14,19,33,0,0,0,3,23713.2476,16890,3,0,16890,2,7.9825,0,21,15,21,0,21,0,21,21,3,24086.27286,16735,0,0,0,3,24086.27286,16735,3,24086.27286,16467,0,0,0,3,24086.27286,16467,16,23,13,19,75,76,75
AC004041.2,0,33,29,0,0,0,0,2,0,1,9,6,15,0,0,0,1,5252.10494,15574,1,0,16085,6,8.008333,0,5,93,235,12,223,0,5,5,2,21731.52003,17473,2,38263.51098,663.5,2,18600.31994,16804,1,5099.355838,15151,0,0,0,1,5099.355838,15151,115,94,9,6,37,515,37
AC004051.2,0,53,3,0,0,0,0,4,0,3,11,30,41,0,0,0,2,707.6707,5996,2,0,5996,12,4.634286,0,1,15,39,0,39,0,0,0,1,5228.701674,9672,0,0,0,1,5228.701674,9672,0,0,0,0,0,0,0,0,0,9,17,0,1,2,69,0
AC004053.1,0,45,117,0,0,175,0,9,0,3,11,23,34,0,0,0,1,23489.66478,7709,0,0,19962,1,4.99,0,18,11,59,0,59,0,14,14,1,16596.34099,12201,0,0,0,1,16596.34099,12201,1,30029.23609,9574,0,0,0,1,30029.23609,9574,17,21,2,5,41,78,5
AC004054.1,2,67,15,0,0,72,0,4,0,1,12,43,55,0,0,0,1,952.1203333,4475,1,0,1784,1,7.91,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
AC004063.1,0,46,6,0,0,53,0,1,0,1,8,7,15,0,0,0,1,875.4713667,3521,1,0,3521,1,9.17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
AC004066.3,0,52,22,0,0,0,0,11,0,2,25,20,45,0,0,0,1,7684.299696,10193.5,0,0,19962,3,5.936667,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
AC004067.5,1,42,17,0,0,0,0,0,0,3,12,24,36,0,0,0,1,2818.782402,7353,1,0,6678,3,8.95,0,43,1,19,0,19,0,0,0,1,7256.957347,9375,0,0,0,1,7256.957347,9375,0,0,0,0,0,0,0,0,0,5,5,0,0,59,27,0
AC004069.2,1,51,37,0,0,0,0,29,2,3,12,20,32,0,0,0,1,11995.16623,12840.5,0,0,19962,3,6.306667,0,26,35,64,0,64,0,26,26,1,13287.86047,11956,0,0,0,1,13287.86047,11956,1,12383.86156,11933,0,0,0,1,12383.86156,11933,26,41,8,15,33,141,27
AC004112.4,0,43,15,0,0,0,0,11,0,0,62,92,154,0,0,0,1,8301.690413,12743.5,0,0,19962,1,8.355,0,102,55,84,0,84,0,75,75,2,10042.17906,16128,0,0,0,2,10042.17906,16128,2,10007.11196,15036,0,0,0,2,10007.11196,15036,48,85,32,50,85,169,46
AC004125.3,0,44,35,0,0,0,0,2,0,1,25,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,2,30,0,0,0,2.5,14056.94992,16167,5,30122.7095,292,2,12985.89928,16110,0,0,0,0,0,0,0,0,0,8,13,6,10,11,29,0
AC004156.3,0,63,148,0,0,0,0,23,1,5,31,44,75,4.5,28056.155,287,2,9888.879211,14876,2,0,18046,3,8.206667,2,57,29,167,9,158,2,37,39,3,14575.88126,17819,7,30528.33681,523,3,12696.42528,17145,3,12002.60724,17312,7,28113.22057,523,3,10740.9327,16593,54,63,13,19,105,216,63
AC004158.2,0,47,16,0,0,0,0,28,1,5,10,21,31,0,0,0,1,6026.479215,10275,1,0,14502,1,6.98,0,27,29,116,14,102,0,0,0,2,26395.80078,18518,2,38437.76784,625,1,17232.15756,17461,0,0,0,0,0,0,0,0,0,40,69,1,0,67,178,0
AC004158.3,0,43,39,0,0,0,0,3,0,2,5,17,22,0,0,0,0,0,0,0,0,0,7,8.678571,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,3,0
AC004160.4,0,59,4,0,0,0,0,1,0,0,22,126,148,9,57341.97583,715,2,7042.761466,13631,0,0,19962,0,0,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
AC004221.2,0,45,225,0,0,0,0,9,0,1,143,110,253,8.5,97302.82688,605,4,29758.95736,17220,6,0,19600,15,8.434138,32,13,38,130,36,94,32,13,45,9,110622.5411,19531,9,136502.1377,715,4,23955.98504,17990,9,122333.1935,19317,9,129942.5464,693,6,42434.98872,18321,135,77,51,36,157,249,66
AC004231.2,0,52,15,0,0,0,0,30,3,2,31,47,78,6,69563.91333,525,1,7126.713463,15259.5,1,0,19573,1,2.81,3,24,193,219,53,166,3,24,27,3,76075.4768,18241,6,161352.1076,907,1,13334.72984,14354,3,39959.28619,18517,12,102334.0836,907,1,9497.175798,16005,286,263,31,44,70,677,70
AC004237.1,0,36,19,0,0,219,0,4,0,1,12,11,23,0,0,0,2,4249.47032,8786,0,0,19962,0,0,0,20,80,143,12,131,0,20,20,2,20955.48456,17500,2,38263.51098,663.5,2,13974.09575,15419,2,3445.277497,8176,0,0,0,2,3445.277497,8176,107,88,12,11,57,439,57
AC004257.1,0,40,55,0,0,234,0,22,1,2,38,37,75,0,0,0,1,2902.245072,10070,0,0,19962,9,7.337143,0,32,55,186,6,180,0,31,31,2,8965.956406,13507,6,27531.86101,188,2,8449.663175,13440,2,3672.183867,10870,0,0,0,2,3672.183867,10870,74,108,32,33,155,275,148
AC004381.7,0,42,17,0,0,0,0,17,1,2,40,53,93,2,15738.03,376,1,10511.70404,11463,1,0,17713,2,7.8275,1,86,12,37,0,37,0,19,19,1,3252.081563,7872,0,0,0,1,3252.081563,7872,1,4538.476932,9125,0,0,0,1,4538.476932,9125,14,12,4,4,73,72,29
AC004448.2,2,31,56,0,0,314,0,10,2,1,17,19,36,0,0,0,1,10418.7591,16589,0,0,19962,12,6.302083,0,30,16,102,4,98,0,30,30,1,12240.51889,16308,5.5,148025.7235,749.5,1,10054.84155,16308,2,10056.58629,16268,0,0,0,2,10056.58629,16268,25,32,11,11,47,132,42
AC004448.5,0,47,55,0,0,0,0,10,1,1,6,10,16,0,0,0,1,2201.022291,8297,1,0,7446,5,5.654,0,11,52,127,15,112,0,10,10,1,15461.91786,15093,2,56014.89365,743,1,7598.459948,13061.5,1,2012.989533,7874,0,0,0,1,2012.989533,7874,60,62,4,7,16,147,9
AC004449.6,1,96,145,0,0,0,0,10,1,3,36,42,78,7,26887.78,424,2,10958.54097,15649,0,0,19962,20,7.71875,3,59,13,94,4,90,3,50,53,2,12891.67987,16643,7,28477.61448,523,2,11590.72625,16618,3,11770.64769,16593,7,27078.80262,473.5,3,10526.08225,16350,33,41,12,16,124,132,53
AC004463.6,2,62,55,0,0,0,0,26,1,3,26,42,68,0,0,0,1,6519.158956,9269,1,0,3301,4,7.15,0,77,31,199,0,199,0,77,77,1,8889.391668,13061.5,0,0,0,1,8889.391668,13061.5,2,8867.840995,14077,0,0,0,2,8867.840995,14077,65,74,18,28,101,263,72
AC004471.10,0,52,50,0,0,0,0,1,0,0,25,33,58,0,0,0,1,6983.343906,9087,0,0,19962,14,7.974286,0,54,12,53,0,53,0,34,34,2,8014.461628,14204,0,0,0,2,8014.461628,14204,1.5,8536.931105,13218,0,0,0,1.5,8536.931105,13218,17,30,6,16,92,64,38
AC004471.9,0,55,60,0,0,0,0,16,1,4,20,16,36,0,0,0,1,7058.25927,9070,1,0,4354,2,7.246667,0,53,12,113,0,113,0,33,33,1,8843.161891,12859,0,0,0,1,8843.161891,12859,2,9565.832185,13936,0,0,0,2,9565.832185,13936,33,34,4,3,73,146,37
AC004485.3,0,79,47,0,0,0,0,1,0,2,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
AC004490.1,0,63,81,0,0,359,0,5,0,2,63,51,114,6,171847.06,596,1,14212.94813,15203.5,1,0,15581,10,8.651,5,52,11,90,5,85,5,32,37,3,25434.05707,16503,16,141585.2033,820,2,13044.60147,16276,3,46028.7704,16703,16,141585.2033,820,2,16050.28164,16310,59,62,33,38,54,141,48
AC004510.3,0,74,93,0,0,0,0,34,2,3,13,15,28,7,22439.02,538,1,2098.240124,7522,0,0,19962,2,6.49,1,17,14,87,7,80,1,1,2,1,15724.88966,14879,7,29388.68565,484,1,11625.75086,10514,7,18542.20508,19163,7,22439.018,538,2,2954.9534,13440,16,17,1,1,110,141,28
AC004528.4,0,95,265,0,0,0,0,4,0,1,52,44,96,3,29186.11,87,2,13630.84518,11926.5,2,0,17810,25,7.752917,1,46,31,146,40,106,1,40,41,4,42666.70606,18153,9,97265.01395,673,4,23046.82631,18002,3,22521.43044,17734,3,29186.1081,87,3,22212.09941,17734,103,73,23,14,145,263,59
AC004535.2,0,77,1,0,0,121,0,1,0,0,1,12,13,0,0,0,1,350.4023,512,1,0,512,0,0,0,1,1,19,0,19,0,0,0,1,7043.449611,12534,0,0,0,1,7043.449611,12534,0,0,0,0,0,0,0,0,0,5,4,0,0,7,30,0
AC004538.3,0,63,9,0,0,0,0,2,0,0,21,48,69,0,0,0,1,1665.348258,5017,0,0,19962,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
AC004540.4,0,53,56,0,0,0,0,26,2,2,26,24,50,0,0,0,1,1655.057594,5581,1,0,5476,0,0,0,35,40,99,19,80,0,28,28,11,58532.75626,19356,11,70842.74668,514,4,13949.82707,18556,1,1739.095646,5158,0,0,0,1,1739.095646,5158,72,101,9,10,110,305,26
AC004540.5,1,50,36,0,0,0,0,19,1,2,16,15,31,9,26456.93,439,1,1304.383067,5168,0,0,19962,5,5.966667,1,21,48,111,20,91,1,6,7,11,58209.16407,19356,11,71184.69897,514,4,14531.95368,18556,1,2188.59533,5668,9,26456.9318,439,1,1085.489127,5668,90,120,4,5,115,320,41
AC004543.2,1,97,126,0,0,0,0,0,0,0,14,21,35,0,0,0,1,1707.82135,5692.5,0,0,19962,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
AC004549.6,0,60,27,0,0,0,0,38,2,4,47,68,115,0,0,0,1,4625.023263,10875,1,0,16615,1,8.87,0,105,46,177,29,148,0,89,89,5,38057.05168,18817,11,72307.89597,603,1,7195.981663,12107,1,6213.918269,11798,0,0,0,1,6213.918269,11798,52,74,26,31,121,364,78
AC004562.1,0,61,7,0,0,0,0,9,1,1,5,26,31,0,0,0,1,1825.0658,5559,0,0,19962,1,8.985,0,24,35,63,0,63,0,8,8,1,4251.21735,9415,0,0,0,1,4251.21735,9415,1,1633.737225,5834.5,0,0,0,1,1633.737225,5834.5,14,38,1,4,2,89,0
AC004593.3,1,61,19,0,0,182,0,3,1,1,23,35,58,0,0,0,1,1374.380344,8862,1,0,6171,1,8.1,0,9,4,1,0,1,0,0,0,1,1626.4095,6373,0,0,0,1,1626.4095,6373,0,0,0,0,0,0,0,0,0,6,5,1,2,60,19,0
AC004603.4,0,125,11,0,0,0,0,13,1,1,7,34,41,0,0,0,1,3761.294712,12644,1,0,17004,0,0,0,81,10,47,0,47,0,46,46,1,5557.164166,15087,0,0,0,1,5557.164166,15087,1,5656.476128,14958,0,0,0,1,5656.476128,14958,7,17,5,15,71,64,24
AC004623.2,1,58,49,0,0,0,0,39,3,5,27,25,52,14,38693.365,580,1,8059.33578,9569,1,0,3580,9,8.39,2,55,25,185,31,154,2,38,40,3,35524.34474,16580,9,90963.36939,692,2,13674.01487,14926,2,15698.13863,14799,14,38693.3675,580,2,12698.76095,14528,54,65,16,19,46,152,30
AC004637.1,0,46,106,0,0,272,0,12,0,3,25,41,66,4,20640.05,340,1,4512.46095,9374.5,1,0,5131,6,6.601818,1,42,34,200,37,163,0,21,21,2,15902.46386,13131,6,51721.53915,514,2,11635.04552,11989,3,4072.923269,10521,0,0,0,3,4072.923269,10521,48,90,6,12,81,174,10
AC004691.5,0,64,19,0,0,170,0,9,2,1,68,39,107,0,0,0,1,3427.266467,8070,0,0,19962,1,6.485,0,24,70,56,0,56,0,5,5,1,15116.54766,17134,0,0,0,1,15116.54766,17134,3,7578.452848,16866,0,0,0,3,7578.452848,16866,71,49,57,32,123,326,75
AC004692.4,0,62,60,0,0,0,0,36,3,2,8,32,40,0,0,0,1,5851.859343,14777,0,0,19962,8,7.706364,0,14,17,25,0,25,0,0,0,1,7534.697084,11831,0,0,0,1,7534.697084,11831,0,0,0,0,0,0,0,0,0,9,21,0,5,29,62,1
AC004702.2,0,42,12,0,0,0,0,6,0,1,19,51,70,0,0,0,1,5226.326278,9091.5,0,0,19962,1,8.98,0,68,39,108,3,105,0,52,52,1,7459.911835,11254,1,24830.14693,194,1,7283.265377,11148,1,5983.582926,9752,0,0,0,1,5983.582926,9752,17,36,12,27,76,98,54
AC004744.3,2,55,41,0,0,0,0,3,0,0,15,25,40,0,0,0,1,5554.628971,8094,1,0,8094,0,0,0,7,9,11,0,11,0,0,0,1,7966.596417,8416,0,0,0,1,7966.596417,8416,0,0,0,0,0,0,0,0,0,3,9,0,3,33,15,0
AC004775.5,2,33,54,0,0,0,0,20,0,2,21,20,41,0,0,0,1,5239.709585,10558.5,0,0,19962,21,7.138158,0,60,91,195,12,183,0,58,58,2,18311.33641,16417,2,38263.51098,663.5,2,12767.46157,13693,1,6016.105528,10353,0,0,0,1,6016.105528,10353,114,106,17,18,87,540,76
AC004837.4,0,50,16,0,0,0,0,5,0,2,22,19,41,0,0,0,1,6607.388565,13304.5,0,0,19962,8,6.900909,0,40,54,63,0,63,0,40,40,1,4876.605891,9448,0,0,0,1,4876.605891,9448,1,7138.118908,13149,0,0,0,1,7138.118908,13149,39,36,21,19,120,202,116
AC004837.5,0,49,18,0,0,286,0,5,0,1,15,16,31,0,0,0,1,2889.210272,7813,0,0,19962,2,8.57,0,18,56,66,0,66,0,18,18,1,4720.515528,9448,0,0,0,1,4720.515528,9448,1,3266.779048,7441,0,0,0,1,3266.779048,7441,39,37,14,15,85,227,84
AC004854.4,0,49,91,0,0,0,0,37,3,5,17,33,50,0,0,0,1,10295.12524,15257,1,0,15615,2,5.605,0,63,86,187,5,182,0,62,62,2,16587.17185,16434,4,37910.80205,306,2,15649.37869,16360,1,10870.30241,15780,0,0,0,1,10870.30241,15780,127,131,13,28,131,503,97
AC004862.6,0,34,8,0,0,0,0,15,1,1,55,188,243,4,35532.25542,411.5,1,12106.59947,10187,1,0,3444,0,0,24,133,28,43,0,43,0,0,0,2,11856.53179,16470,0,0,0,2,11856.53179,16470,0,0,0,0,0,0,0,0,0,16,37,0,0,35,90,0
AC004869.2,0,52,22,0,0,0,0,8,2,1,30,62,92,0,0,0,1,4453.790038,4844,1,0,2716,0,0,0,13,138,123,0,123,0,12,12,1,4720.142901,12279,0,0,0,1,4720.142901,12279,2,7593.081151,12495,0,0,0,2,7593.081151,12495,92,171,25,58,68,548,66
AC004869.3,0,54,29,0,0,135,0,11,3,2,5,22,27,0,0,0,1,3143.948317,5170.5,0,0,19962,0,0,0,6,128,134,0,134,0,6,6,1,4642.156386,12048,0,0,0,1,4642.156386,12048,1,4440.276557,5074,0,0,0,1,4440.276557,5074,92,176,4,21,68,562,68
AC004870.3,0,50,5,0,0,177,0,19,1,0,39,38,77,0,0,0,1,1963.999665,6418,0,0,19962,2,7.8525,0,40,125,93,0,93,0,4,4,1,5621.676616,14286,0,0,0,1,5621.676616,14286,1,1148.12335,2176.5,0,0,0,1,1148.12335,2176.5,98,167,9,11,18,667,9
AC004870.4,0,71,9,0,0,130,0,3,1,4,19,35,54,0,0,0,2,4488.954586,12353.5,0,0,19962,0,0,0,22,55,60,0,60,0,21,21,1,4293.553625,12306,0,0,0,1,4293.553625,12306,2,4607.981816,13417,0,0,0,2,4607.981816,13417,53,87,13,21,38,312,25
AC004895.4,0,67,88,0,0,0,0,38,4,2,16,17,33,0,0,0,1,6050.37995,12110,0,0,19962,1,2.88,0,58,36,216,12,204,0,58,58,2,26287.68867,15373,2,149079.7848,657,2,9757.983429,14773,1,6162.48245,11700,0,0,0,1,6162.48245,11700,74,90,13,14,97,418,93
AC004901.1,0,72,30,0,0,0,0,3,0,0,13,20,33,0,0,0,1,1561.441182,3987,1,0,2761,9,6.450556,0,11,57,92,0,92,0,5,5,1,5478.102121,14290,0,0,0,1,5478.102121,14290,2,1276.3874,6042,0,0,0,2,1276.3874,6042,71,137,6,7,66,464,15
AC004906.3,0,63,194,0,0,0,0,21,2,0,59,52,111,0,0,0,1,7426.514177,9465,1,0,4153,5,8.903,0,105,11,16,0,16,0,16,16,1,4587.6267,8305.5,0,0,0,1,4587.6267,8305.5,1,4587.6267,8037.5,0,0,0,1,4587.6267,8037.5,7,7,5,3,50,25,2
AC004920.3,0,68,24,0,0,203,0,1,0,0,45,45,90,7,24906.56,436,1,4161.909202,11565,0,0,19962,0,0,1,45,21,56,1,55,1,42,43,1,5788.394981,12361,7,24906.555,436,1,4979.160694,11410,1,5819.498488,13594,7,24906.555,436,1,5078.253575,12187,39,38,26,27,149,253,129
AC004941.3,1,69,29,0,0,0,0,4,0,1,63,62,125,0,0,0,1,13586.59156,13761,0,0,19962,0,0,0,168,14,20,0,20,0,20,20,1,16807.78515,14733,0,0,0,1,16807.78515,14733,1,16807.78515,14465,0,0,0,1,16807.78515,14465,4,8,4,8,98,64,14
AC004947.2,4,83,18,0,0,0,0,7,0,1,10,25,35,9,26456.93,439,3,7167.8279,15944,4,0,19487,0,0,1,2,21,69,4,65,1,2,3,1,17712.64068,9371,3,31865.36224,439,1,16207.032,8168.5,4,15140.79924,17480,9,26456.9318,439,2,7596.710867,17480,38,57,1,4,62,184,26
AC004951.6,0,23,65,0,0,0,0,1,0,1,66,52,118,0,0,0,1,5104.670421,10468.5,0,0,19962,4,8.01875,0,108,5,39,0,39,0,20,20,1,7610.052556,11853,0,0,0,1,7610.052556,11853,1,7709.79121,11630,0,0,0,1,7709.79121,11630,6,8,4,4,172,48,22
AC004988.1,1,68,0,0,0,137,0,1,0,2,2,17,19,0,0,0,2,1424.1609,9397,2,0,9397,1,7.78,0,1,35,9,0,9,0,0,0,1,4378.474615,5090,0,0,0,1,4378.474615,5090,0,0,0,0,0,0,0,0,0,6,31,0,3,20,132,1
AC005009.1,0,44,10,0,0,104,0,0,0,3,6,16,22,0,0,0,0,0,0,0,0,0,2,7.095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0
AC005009.2,0,51,3,0,0,122,0,3,0,3,11,13,24,0,0,0,1,466.7675,5539,0,0,19962,3,7.591667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC005013.5,0,46,29,0,0,0,0,12,1,3,55,60,115,0,0,0,1,6535.330159,6180,0,0,19962,14,4.213125,0,34,21,22,0,22,0,4,4,1,2443.403238,4985,0,0,0,1,2443.403238,4985,1,1731.33954,4186,0,0,0,1,1731.33954,4186,37,35,20,11,57,154,45
AC005019.3,1,78,15,0,0,0,0,2,0,0,26,35,61,0,0,0,1,4052.6756,8070,1,0,5972,0,0,0,11,6,18,0,18,0,6,6,1,16828.58224,10227,0,0,0,1,16828.58224,10227,1,4460.199683,7969.5,0,0,0,1,4460.199683,7969.5,10,7,5,4,51,72,34
AC005022.1,0,47,28,0,0,0,0,4,1,2,24,40,64,0,0,0,1,3651.462529,5185,0,0,19962,1,5.24,0,14,67,28,0,28,0,14,14,1,4471.026469,6718,0,0,0,1,4471.026469,6718,1,3764.54442,4762,0,0,0,1,3764.54442,4762,35,72,13,21,92,319,34
AC005029.1,0,55,16,0,0,0,0,12,1,3,9,33,42,0,0,0,2,5304.71625,13964.5,0,0,19962,1,4.25,0,4,63,17,0,17,0,4,4,1,4516.147493,6796,0,0,0,1,4516.147493,6796,2,3521.2562,11548,0,0,0,2,3521.2562,11548,29,70,6,19,90,292,73
AC005037.3,0,50,36,0,0,0,0,37,3,4,11,15,26,0,0,0,1,5976.190009,12063.5,0,0,19962,1,7.785,0,34,56,189,30,159,0,20,20,2,28098.34774,18907,2,50211.27374,490,1,11644.03606,15890,1,4582.303324,10935,0,0,0,1,4582.303324,10935,90,80,6,6,51,345,23
AC005042.4,1,59,66,0,0,0,0,13,2,0,85,60,145,0,0,0,1,5117.959302,12724,1,0,16046,0,0,0,43,33,43,0,43,0,0,0,1,7108.342465,13814,0,0,0,1,7108.342465,13814,0,0,0,0,0,0,0,0,0,37,27,5,3,51,94,4
AC005042.5,1,60,5,0,0,0,0,5,1,1,47,47,94,0,0,0,1,4923.180889,10760.5,0,0,19962,3,7.938333,0,64,22,56,0,56,0,35,35,1,7965.755925,13872,0,0,0,1,7965.755925,13872,1,7262.714574,13228,0,0,0,1,7262.714574,13228,29,23,12,13,48,102,4
AC005062.2,1,70,6,4,0,0,0,0,0,2,6,21,27,0,0,0,2,7368.638215,17354,0,0,19962,2,7.29,0,20,1,1,0,1,0,0,0,1,737.8812,1881,0,0,0,1,737.8812,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
AC005076.5,0,63,33,1,0,0,0,37,3,4,6,11,17,0,0,0,1,23289.75611,15809.5,0,0,19962,3,6.603333,0,20,11,27,0,27,0,0,0,1,6156.276964,8354,0,0,0,1,6156.276964,8354,0,0,0,0,0,0,0,0,0,15,14,0,0,40,79,0
AC005082.12,0,46,66,11,0,0,0,2,0,2,34,33,67,0,0,0,1,5335.322082,11370,1,0,14601,7,7.754167,0,71,32,116,19,97,0,31,31,1,24796.40439,16266,1,55846.56255,468,1,9999.06339,11671.5,1,4694.138076,12162.5,0,0,0,1,4694.138076,12162.5,60,71,19,9,43,192,14
AC005083.1,1,67,17,21,0,1,0,7,0,4,23,35,58,3,36013.3,734,1,1049.1634,6558,0,0,19962,4,4.19,1,1,42,67,2,65,1,1,2,1,8590.646027,10979,6,45536.06883,833,1,5148.52589,8699,3,30185.94698,19359,3,36013.3037,734,1,1049.1634,6135,43,64,12,13,94,253,56
AC005104.3,1,0,68,0,0,0,0,24,1,5,50,42,92,1,30662.86,199,1,13456.58445,13697,0,0,19962,5,7.273333,1,77,30,189,1,188,1,39,40,1,18824.47287,15750,1,30662.862,199,1,18708.97639,15673,1,23268.83453,16665,1,30662.862,199,1,23020.99003,16665,59,51,13,16,71,318,28
AC005150.1,0,60,12,0,0,85,0,1,0,0,6,16,22,0,0,0,1,1832.903209,6207,1,0,4765,1,8.195,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
AC005152.2,0,69,39,0,0,0,0,4,0,2,15,47,62,0,0,0,1,15809.68265,12246.5,0,0,19962,0,0,0,38,32,75,10,65,0,28,28,3,28231.62346,16518,9,104796.6671,713,3,14846.12633,16336,3,16933.74434,16266,0,0,0,3,16933.74434,16266,25,36,5,16,108,101,50
AC005152.3,0,57,21,0,0,0,0,1,0,1,5,13,18,0,0,0,1,4636.769719,9829.5,0,0,19962,0,0,0,26,33,35,0,35,0,15,15,1,3391.835692,9424,0,0,0,1,3391.835692,9424,1,2216.406573,9514,0,0,0,1,2216.406573,9514,6,22,0,5,37,36,8
AC005154.6,0,54,31,28,0,0,0,38,3,4,32,26,58,0,0,0,1,21570.90942,17653.5,0,0,19962,4,7.951429,0,22,17,41,0,41,0,1,1,1,5907.57112,11475,0,0,0,1,5907.57112,11475,1,411.9466,5621,0,0,0,1,411.9466,5621,24,29,7,5,101,183,28
AC005160.3,0,50,8,0,0,144,0,0,0,1,5,26,31,0,0,0,1,1212.148813,5699,0,0,19962,0,0,0,8,90,29,0,29,0,8,8,1,3732.547115,6796,0,0,0,1,3732.547115,6796,1,1212.148813,5276,0,0,0,1,1212.148813,5276,43,106,4,8,36,434,11
AC005162.4,1,71,8,0,0,0,0,5,0,1,6,25,31,0,0,0,2,11531.31434,10171.5,0,0,19962,1,6.125,0,14,6,5,0,5,0,0,0,1,2018.6794,3167,0,0,0,1,2018.6794,3167,0,0,0,0,0,0,0,0,0,10,16,0,2,78,32,0
AC005162.5,0,41,7,0,0,182,0,8,1,1,22,23,45,0,0,0,1,9211.6272,8718,1,0,3993,1,7.575,0,11,29,49,0,49,0,5,5,1,3189.259306,5463,0,0,0,1,3189.259306,5463,1,2361.707071,4418,0,0,0,1,2361.707071,4418,49,47,16,9,52,252,16
AC005197.2,0,46,100,0,0,0,0,4,2,2,46,38,84,0,0,0,1,3844.845942,7694,1,0,4717,2,7.575,0,55,34,155,0,155,0,52,52,2,10055.86709,11030,0,0,0,2,10055.86709,11030,1,3768.514764,7251,0,0,0,1,3768.514764,7251,78,84,32,31,104,291,104
