LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-491H19.1,1,70,15,0,0,0,0,8,1,0,92,92,184,2,120405.578,419,1,5081.951757,10732,0,0,19962,0,0,5,47,45,101,13,88,5,30,35,2,16955.68478,17627.5,5,48214.58884,445,1,9337.968666,12011,1,17636.9954,10379,2,120405.58,419,1,5104.241188,10151,50,82,26,36,71,230,51
RP11-492A10.1,0,73,8,0,0,0,0,1,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0
RP11-492E3.2,0,66,159,4,0,0,0,38,4,1,44,61,105,5,32895.04231,493.5,2,53829.90157,18301.5,0,0,19962,3,4.06,26,18,137,261,76,185,26,17,43,4,131839.8741,19387,5,196035.9151,846,2,20414.29187,18106,5,39760.78049,19102,5,35807.05141,494,3,51936.17138,17912,195,239,41,56,117,578,115
RP11-492I21.1,0,53,26,0,0,0,0,5,0,2,5,8,13,0,0,0,1,664.5478,2877,1,0,2877,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,11,1,1
RP11-492L8.2,0,55,46,0,0,0,0,2,1,0,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-493E12.1,1,51,56,0,0,0,0,6,0,2,22,11,33,0,0,0,1,4217.06724,12507.5,0,0,19962,4,8.69375,0,42,24,47,0,47,0,42,42,1,4889.589385,13289,0,0,0,1,4889.589385,13289,1,4495.267996,12188.5,0,0,0,1,4495.267996,12188.5,26,39,18,8,77,92,50
RP11-493E12.2,0,48,36,0,0,0,0,3,1,1,24,13,37,0,0,0,1,4101.799697,11249,1,0,16432,0,0,0,39,30,9,0,9,0,5,5,1,5356.333367,4760,0,0,0,1,5356.333367,4760,1,4061.893846,3337,0,0,0,1,4061.893846,3337,18,32,7,4,60,71,33
RP11-493K19.3,1,27,46,0,0,0,0,18,1,1,37,31,68,0,0,0,1,7132.648827,11718,1,0,14048,6,6.214,0,33,87,285,5,280,0,13,13,5,22937.54799,17171,8,28008.40018,372,4,22549.70884,17074.5,3,6835.559886,16040,0,0,0,3,6835.559886,16040,146,133,24,24,48,469,42
RP11-493L12.3,1,63,25,0,0,0,0,28,1,1,20,36,56,5,50122.63733,741,2,13448.63351,14046,0,0,19962,0,0,15,43,78,169,60,109,15,34,49,3,58492.19128,19563,3,84773.0328,762,2,16126.90031,17845,3,35572.1319,18971,5,52594.29589,745,2,17974.89481,17819,72,94,13,28,50,152,45
RP11-493L12.4,1,57,38,0,0,0,0,26,3,1,29,39,68,4.5,48623.91438,737.5,2,18598.22383,18121,0,0,19962,1,8.67,16,26,54,119,49,70,16,24,40,3,60422.96069,19610,4,83611.07796,762,2,15534.73367,17653.5,4,40029.16545,19269,5,51886.40507,745,2,20675.96975,18210,64,78,24,32,50,121,43
RP11-493L12.5,0,71,25,0,0,0,0,16,1,0,20,27,47,4,29162.65667,310,2,7238.078634,11844,0,0,19962,0,0,3,35,19,88,47,41,3,30,33,3,46246.27614,19095.5,3,78897.05855,752,2,10845.95417,12516,3,12664.83739,17328,4,29162.65647,310,3,9989.515378,15334,39,29,9,6,16,66,7
RP11-493P1.2,0,38,14,0,0,145,0,3,0,1,4,23,27,0,0,0,1,2110.332261,7723,0,0,19962,1,7.885,0,18,26,73,13,60,0,0,0,3,23505.77272,19251,4,35333.10119,544,2,9020.617634,14752,0,0,0,0,0,0,0,0,0,42,70,0,1,40,231,2
RP11-494H4.3,1,50,50,0,0,0,0,7,1,0,13,13,26,0,0,0,1,702.32785,3721.5,0,0,19962,1,8.715,0,2,1,19,0,19,0,0,0,1,3973.439321,6106,0,0,0,1,3973.439321,6106,0,0,0,0,0,0,0,0,0,3,3,0,0,37,23,0
RP11-494M8.4,0,118,11,0,0,0,0,4,0,0,4,17,21,0,0,0,0,0,0,0,0,0,4,5.505714,0,0,24,59,0,59,0,0,0,2,4961.935035,9557,0,0,0,2,4961.935035,9557,0,0,0,0,0,0,0,0,0,19,25,0,4,72,165,11
RP11-495K9.3,0,5,32,0,0,0,0,0,0,0,12,17,29,0,0,0,1.5,5836.35855,12711,0,0,19962,5,7.023333,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
RP11-495K9.5,1,56,14,0,0,0,0,7,0,1,16,21,37,0,0,0,1,8705.791741,13177.5,0,0,19962,1,9.405,0,34,17,20,3,17,0,14,14,1,8558.149067,14220,6,29208.2302,410,1,6421.933778,12709.5,1,5323.688265,10931,0,0,0,1,5323.688265,10931,13,15,9,10,80,91,46
RP11-495K9.6,0,21,43,0,0,0,0,1,0,0,3,17,20,0,0,0,1,12155.39391,13477.5,0,0,19962,4,5.165714,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,6,0
RP11-495K9.7,0,35,32,0,0,0,0,2,0,0,3,13,16,0,0,0,0,0,0,0,0,0,1,5.45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,6,0
RP11-495K9.9,0,88,47,0,0,0,0,10,0,0,10,16,26,0,0,0,0,0,0,0,0,0,6,7.595833,0,0,6,40,3,37,0,0,0,1,11927.88349,13220,6,29208.2302,410,1,11018.39156,13074,0,0,0,0,0,0,0,0,0,7,5,1,0,74,53,4
RP11-495O10.1,0,54,54,0,0,260,0,16,0,0,28,16,44,0,0,0,1,5537.138184,15812,1,0,17160,3,7.46,0,19,127,312,27,285,0,19,19,1,15250.35748,16036,3,36578.10454,530,1,14064.83053,15386,1,5440.410303,12917,0,0,0,1,5440.410303,12917,223,165,21,14,37,521,25
RP11-495O11.1,1,42,74,0,0,0,0,8,0,0,8,7,15,0,0,0,1,650.8431,2042,1,0,2042,10,7.788421,0,3,35,65,0,65,0,3,3,1,3151.575664,5553,0,0,0,1,3151.575664,5553,1,650.8431,1619,0,0,0,1,650.8431,1619,28,26,7,4,21,122,8
RP11-495P10.3,1,92,28,0,0,0,0,3,0,1,24,23,47,0,0,0,1,6125.877994,13516.5,0,0,19962,11,6.268182,0,50,1,20,0,20,0,20,20,1,4583.37216,9756,0,0,0,1,4583.37216,9756,1,4583.37216,9488,0,0,0,1,4583.37216,9488,2,3,2,3,135,23,23
RP11-495P10.5,0,96,6,0,0,0,0,3,0,2,21,29,50,0,0,0,1,5852.786091,12838.5,0,0,19962,7,7.73,0,54,4,35,0,35,0,35,35,1,6830.93872,11482,0,0,0,1,6830.93872,11482,1,6617.182229,10773,0,0,0,1,6617.182229,10773,6,9,6,9,179,46,46
RP11-495P10.6,0,70,17,0,0,0,0,31,2,3,19,26,45,0,0,0,1,6599.500168,15076,0,0,19962,5,6.655,0,34,18,91,0,91,0,31,31,1,7370.930508,14706,0,0,0,1,7370.930508,14706,1,7306.879209,15571,0,0,0,1,7306.879209,15571,32,28,9,9,147,178,81
RP11-496B10.3,1,38,12,0,0,0,0,38,4,5,5,6,11,0,0,0,1,3973.439321,6261,1,0,4719,4,7.74125,0,19,20,43,1,42,0,19,19,1,6130.845355,10121,7,29355.9084,636,1,5590.727609,9838,1,3973.439321,5838,0,0,0,1,3973.439321,5838,16,23,3,3,42,110,23
RP11-496D24.2,0,59,39,0,0,0,0,18,2,1,54,100,154,0,0,0,1,8395.255239,10808,1,0,2304,3,7.375,0,61,26,106,0,106,0,53,53,1,9988.749669,8800,0,0,0,1,9988.749669,8800,1,7986.326415,7885,0,0,0,1,7986.326415,7885,28,41,20,30,43,211,21
RP11-496H1.2,0,18,143,0,0,0,0,0,0,0,17,7,24,0,0,0,1,1987.018426,3816,1,0,3816,0,0,0,27,11,46,2,44,0,11,11,1,6756.226769,8299.5,4.5,28831.62195,430.5,1,4548.687251,7290,1,1173.550745,2408,0,0,0,1,1173.550745,2408,113,28,12,2,148,550,86
RP11-496I2.2,0,1,27,0,0,69,0,5,1,0,2,11,13,0,0,0,0,0,0,0,0,0,3,5.633333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-496I9.1,1,87,191,8,0,0,0,18,1,2,43,25,68,5,24347.41,166,2,15079.56241,16042,2,0,16042,6,6.848182,2,59,10,182,29,153,2,57,59,2,30154.24136,16982,7,102041.6563,605,2,12901.26177,16160,2,15468.46753,15619,5,24347.4113,166,2,15156.92565,15374,89,71,11,6,173,300,33
RP11-496N12.6,1,63,25,0,0,0,0,31,3,3,65,55,120,11,24969.37,534,1,5783.811613,10526,0,0,19962,6,7.74,1,47,109,232,1,231,1,35,36,2,11217.89519,17123,11,24969.3714,534,2,11068.92086,17123,2,10150.99841,16731,11,24969.3714,534,2,8916.133994,15897,199,148,42,36,202,671,156
RP11-497D6.3,0,62,7,0,0,0,0,33,2,2,8,25,33,2,262476.9333,515,1,6244.34233,8734,0,0,19962,2,5.275,3,27,53,75,3,72,3,7,10,2,21215.38397,16799,2,262476.932,515,2,12974.95158,16626,2,87205.66045,17915,2,262476.932,515,2,12089.40121,17760,23,63,1,4,54,218,9
RP11-497D6.5,0,47,31,0,0,0,0,5,0,0,8,32,40,2,262476.9333,515,2,7966.052494,16924.5,2,0,17081,0,0,3,36,17,49,0,49,0,19,19,2,15015.8597,16813,0,0,0,2,15015.8597,16813,2,5925.532358,15088,0,0,0,2,5925.532358,15088,6,34,1,9,69,46,14
RP11-497E19.1,0,53,26,0,0,0,0,18,3,1,15,60,75,0,0,0,2,4840.800045,12857,2,0,14248,19,3.810526,0,11,38,47,0,47,0,11,11,1,3304.391515,8059,0,0,0,1,3304.391515,8059,2,5122.645651,12434,0,0,0,2,5122.645651,12434,23,72,10,38,18,75,17
RP11-497G19.1,0,67,54,0,0,0,0,14,2,1,21,18,39,0,0,0,1,580.3353667,859,1,0,859,4,7.8775,0,3,45,72,10,62,0,2,2,2,12007.41633,15301,5,31274.43752,251,1,8817.512161,14957,1,691.66285,1529.5,0,0,0,1,691.66285,1529.5,59,91,12,14,68,242,44
RP11-497G19.2,0,53,44,0,0,241,0,13,1,2,32,34,66,0,0,0,1,3563.457379,9379,0,0,19962,4,6.131429,0,42,87,127,12,115,0,3,3,1,10826.34131,13581,5,33483.43472,270,1,7283.256746,11113,1,491.27338,190,0,0,0,1,491.27338,190,73,130,12,11,76,338,36
RP11-497G19.3,2,84,51,0,0,0,0,16,1,1,18,22,40,0,0,0,2,2084.585333,4413,2,0,4413,9,7.358824,0,3,75,136,11,125,0,1,1,1,9849.043525,10606.5,5,33297.2342,251,1,6284.918542,9863.5,2,1918.581,3990,0,0,0,2,1918.581,3990,55,117,2,6,72,265,0
RP11-497H16.9,0,5,32,7,0,0,0,0,0,0,2,2,4,0,0,0,1,9201.959835,14068,0,0,19962,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
RP11-497H17.1,0,99,23,0,0,0,0,6,0,0,40,20,60,0,0,0,2,2556.785513,11247.5,0,0,19962,28,8.281071,0,8,36,35,0,35,0,7,7,1,5071.527419,11042,0,0,0,1,5071.527419,11042,1.5,2363.685628,8268,0,0,0,1.5,2363.685628,8268,73,35,27,12,53,142,26
RP11-497K21.1,1,57,23,0,0,0,0,1,0,1,9,30,39,0,0,0,1,987.0387385,4066,1,0,4066,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-498B4.5,1,53,34,0,0,0,0,4,0,0,27,64,91,0,0,0,1,2625.288655,9993,1,0,15924,11,7.938667,0,51,30,58,0,58,0,0,0,1,2662.090304,5226,0,0,0,1,2662.090304,5226,0,0,0,0,0,0,0,0,0,23,39,1,3,29,136,2
RP11-498C9.12,0,41,135,0,0,0,0,26,2,5,47,41,88,6.5,69317.01944,443,1,5901.496421,15317.5,0,0,19962,12,7.788182,18,14,82,335,61,274,18,14,32,6,56392.34632,19298,7,73638.36932,463,2,11178.47373,15932,6,60879.84473,19045,7,71527.34446,451,2,9174.360424,15664,212,139,47,41,150,495,150
RP11-498C9.13,0,58,240,0,0,0,0,32,2,3,54,47,101,7,74501.475,457,1,7750.783291,14730,1,0,15310,12,6.2385,16,33,55,293,61,232,16,28,44,6,57113.149,19298,7,74808.08686,463,2,11272.01566,15700,6,58267.41327,19030,7,74501.47511,457,1,9942.76406,14887,171,111,43,35,182,415,131
RP11-498C9.15,0,58,69,29,0,0,0,9,0,3,76,53,129,6,81465.15923,446.5,2,12511.57801,16205,0,0,19962,9,8.213889,26,38,50,315,62,253,26,38,64,6,53379.79586,19177,6,72838.85159,463,2,12061.44845,15964,6,55949.37528,18935,6,75858.84847,451,2,13538.04957,18359,177,125,76,52,178,446,178
RP11-498C9.16,0,63,102,0,0,0,0,32,4,5,77,53,130,6,81465.15923,446.5,2,12511.57801,16205,0,0,19962,9,6.06,26,38,42,153,29,124,26,38,64,6,53906.71772,19177,6,77090.65132,451,2,11882.75292,16077,3,51112.80684,18786,6,80562.97822,451,2,13123.18056,16500,117,82,63,45,178,305,177
RP11-498C9.17,0,55,111,0,0,0,0,14,1,1,62,43,105,7,71603.18765,463,1,7619.486498,12680,0,0,19962,6,8.234167,17,47,23,176,48,128,17,47,64,5,41371.61738,19010,7,72390.19813,473,2,9651.746985,15172,3,31735.6869,15809,7,68230.63519,473,1,7840.185039,11904,197,119,45,27,118,381,96
RP11-498C9.2,0,69,127,0,0,0,0,33,3,4,51,31,82,6,81465.15923,446.5,2,12102.77151,16155,2,0,15784,34,7.256154,26,35,34,188,34,154,26,35,61,3,47801.36219,19010,6,78291.20492,451,2,14135.49419,17245,2,50570.59408,18733,3,83699.01491,442,2,13936.52025,18310,123,92,36,22,99,336,90
RP11-498C9.3,0,80,44,0,0,0,0,40,4,5,63,38,101,6,81465.15923,446.5,2,12501.81753,16192,2,0,15784,7,7.603077,26,37,56,170,49,121,26,37,63,5,54580.53341,19177,6,77379.50452,451,2,12649.74109,17245,3,52063.17223,18868,6,81514.57623,451,2,13659.9737,18310,117,84,52,30,135,305,132
RP11-498D10.3,3,27,72,0,0,0,0,24,1,4,24,31,55,0,0,0,1,14839.30504,14244,1,0,14445,2,7.7125,0,63,38,102,0,102,0,62,62,2,14844.38335,14684,0,0,0,2,14844.38335,14684,1,13167.93494,12890.5,0,0,0,1,13167.93494,12890.5,24,29,17,17,102,187,66
RP11-498E2.9,1,84,36,0,0,0,0,12,2,3,13,22,35,0,0,0,1,1240.339558,4704,1,0,4704,5,6.794286,0,31,70,123,0,123,0,20,20,1,3915.62914,5958,0,0,0,1,3915.62914,5958,1,1438.252468,4325,0,0,0,1,1438.252468,4325,56,74,10,16,46,275,39
RP11-498J9.2,1,81,41,0,0,0,0,35,2,1,32,54,86,0,0,0,1,5097.397527,8334,1,0,5667,1,9.02,0,63,43,93,0,93,0,43,43,1,3060.330005,8191.5,0,0,0,1,3060.330005,8191.5,1,2037.357593,6741,0,0,0,1,2037.357593,6741,38,77,19,38,126,314,125
RP11-498M15.1,0,81,16,0,0,157,0,29,2,3,24,31,55,0,0,0,1,12265.91799,14255,1,0,15200,1,2.88,0,69,27,148,1,147,0,60,60,1,13969.67077,14783,3,20755.899,416,1,13895.90742,14671,1,15787.20534,14828,0,0,0,1,15787.20534,14828,42,58,13,17,107,284,80
RP11-498M5.2,1,47,7,0,0,0,0,7,1,4,29,42,71,0,0,0,1,3908.6191,8756,1,0,5291,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
RP11-498P14.3,1,48,10,14,0,0,0,3,0,1,22,20,42,0,0,0,1,5353.488865,8953.5,0,0,19962,3,4.27,0,74,24,69,0,69,0,0,0,2,6033.835017,13971,0,0,0,2,6033.835017,13971,0,0,0,0,0,0,0,0,0,15,39,0,0,34,117,0
RP11-498P14.4,0,73,14,0,0,0,0,14,1,2,7,6,13,0,0,0,1,4430.887856,8667,0,0,19962,0,0,0,36,24,69,0,69,0,0,0,2,6033.835017,13971,0,0,0,2,6033.835017,13971,0,0,0,0,0,0,0,0,0,15,39,0,0,34,117,0
RP11-498P14.5,0,74,40,0,0,0,0,31,3,4,6,6,12,0,0,0,1,4430.887856,8667,0,0,19962,3,6.706,0,36,31,157,0,157,0,19,19,1,5809.031906,10905.5,0,0,0,1,5809.031906,10905.5,2,6154.86374,10441,0,0,0,2,6154.86374,10441,31,57,2,4,34,255,21
RP11-499E18.1,1,54,14,0,0,0,0,8,0,1,30,61,91,0,0,0,1,6003.433771,10874,1,0,15374,0,0,0,45,19,89,0,89,0,12,12,1,14192.3099,14256.5,0,0,0,1,14192.3099,14256.5,2,5574.187958,13988.5,0,0,0,2,5574.187958,13988.5,39,35,6,3,47,144,3
RP11-499F3.2,0,33,47,0,0,0,0,4,1,0,8,2,10,0,0,0,0,0,0,0,0,0,1,7.18,0,0,3,4,0,4,0,0,0,4,37937.98045,15848,0,0,0,4,37937.98045,15848,0,0,0,0,0,0,0,0,0,0,2,0,0,17,5,0
RP11-499O7.7,0,55,3,0,0,186,0,23,1,2,97,131,228,3.5,105941.9687,839,1,5186.661881,15467.5,0,0,19962,1,7.155,30,26,13,73,38,35,30,17,47,3,71704.69232,19605,3.5,108800.9327,839,2,7925.191274,16362,4,97732.38416,19442,5,125127.3975,880.5,1,7876.740276,16497,28,36,25,30,128,105,35
RP11-499P20.2,0,89,19,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,15,0,0,0,1,4801.65996,13347,0,0,0,1,4801.65996,13347,0,0,0,0,0,0,0,0,0,3,5,0,0,6,28,0
RP11-49G10.3,1,75,33,0,0,0,0,0,0,0,48,32,80,0,0,0,1,3246.570497,7832,0,0,19962,4,4.84375,0,30,15,48,0,48,0,29,29,1,3773.062895,8426,0,0,0,1,3773.062895,8426,1,2748.045556,6916,0,0,0,1,2748.045556,6916,18,11,14,7,12,66,6
RP11-49I11.1,1,55,39,1,0,0,0,22,2,1,41,53,94,6.5,23240.225,358.5,1,12239.06653,10057,0,0,19962,5,7.257778,2,68,54,67,2,65,2,43,45,1,29542.83644,11236,6.5,23240.22555,358.5,1,30263.13482,10923,1,33612.02674,11789,6.5,23240.22555,358.5,1,35018.37267,10968,34,45,21,30,19,120,1
RP11-49I4.3,0,31,48,0,0,312,0,33,3,5,45,38,83,10,24019.71,562,1,6924.608134,13469,0,0,19962,2,2.513333,1,65,72,167,5,162,1,65,66,1,9230.091183,13855,10,29680.5475,562,1,6864.357162,13527,1,7475.042863,13335,10,24019.713,562,1,6173.776672,13109,72,60,26,21,87,270,80
RP11-49K24.4,0,56,21,0,0,0,0,8,0,0,5,10,15,0,0,0,1,480.2027,1682,1,0,1682,2,8.5825,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,14,21,0
RP11-49K24.8,0,58,14,0,0,0,0,8,0,1,20,24,44,0,0,0,1,5155.921823,9892,1,0,4601,1,8.55,0,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,6,36,21,0
RP11-49K4.2,1,70,118,0,0,0,0,1,1,0,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
RP11-49L2.1,2,72,5,0,0,72,0,1,0,1,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-49O14.2,0,44,19,0,0,0,0,28,1,1,45,70,115,8,121120.0194,897,1,6435.562867,8610,0,0,19962,1,6.26,17,9,141,196,36,160,17,9,26,7,104978.9754,19785,8,128063.907,895,2,8979.993794,13478,8,128992.3226,19522.5,8,136882.8268,898,1,7397.628523,8595,177,215,45,68,158,557,157
RP11-49O14.3,0,57,20,0,0,0,0,16,2,2,42,63,105,7.5,97957.24409,887.5,1,5959.342325,9119,0,0,19962,0,0,22,40,145,209,36,173,22,39,61,7,106237.1962,19788,8,130319.5311,897,1,8504.56263,13446,7,103860.5795,19520,8,124712.4607,897,2,11170.60428,16057,181,225,42,53,121,537,121
RP11-4B14.3,2,40,11,0,0,0,0,3,0,1,14,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
RP11-4C20.3,0,56,23,0,0,166,0,6,2,0,36,49,85,0,0,0,1,1048.732,4997,1,0,4650,3,8.055,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,6,131,39,30
RP11-4C20.4,1,55,30,0,0,0,0,9,2,0,64,51,115,0,0,0,1,3433.617967,7165,1,0,4997,3,8.055,0,39,28,68,0,68,0,13,13,1,2410.597817,6954,0,0,0,1,2410.597817,6954,1,1438.456755,5266,0,0,0,1,1438.456755,5266,36,44,19,14,131,227,76
RP11-4E23.2,1,63,59,0,0,0,0,32,3,4,54,99,153,3,22155.51,78,1,9283.401153,10490.5,1,0,2854,0,0,1,94,54,155,1,154,1,65,66,2,10083.2117,15019.5,3,22155.5068,78,2,9955.236845,14958,2,14469.26125,17236,3,22155.5068,78,2,14300.9493,17236,49,84,26,39,45,256,18
RP11-4F22.2,1,56,31,0,0,0,0,13,0,3,51,110,161,1,21049.29,32,1,9389.304993,14651,0,0,19962,2,8.69,1,155,100,199,1,198,1,142,143,1,10580.34588,16188,1,21049.2858,32,1,10504.93935,16149,1,11841.73195,16632,1,21049.2858,32,1,11760.96393,16632,62,114,42,88,45,342,45
RP11-4K16.2,0,51,7,0,0,0,0,3,1,1,28,13,41,0,0,0,4,10475.10615,18458.5,0,0,19962,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,108,3,0
RP11-4M23.3,0,40,73,0,0,214,0,6,2,2,22,27,49,4,32546.92,506,2,15008.261,16546,2,0,646,10,7.149333,2,33,61,200,5,195,2,33,35,2,11785.18357,12506,6,28623.77358,380,2,10969.56437,11745,2,18810.52395,16790,4,33338.26205,523,2,17660.84683,16763,88,116,22,27,45,255,45
RP11-4N23.1,0,82,4,0,0,153,0,7,1,0,27,42,69,0,0,0,2,3808.51879,11486.5,0,0,19962,0,0,0,20,7,12,0,12,0,0,0,1,3745.995308,10623,0,0,0,1,3745.995308,10623,0,0,0,0,0,0,0,0,0,5,8,1,5,24,32,0
RP11-4O1.2,0,46,20,1,0,0,0,35,2,1,78,105,183,7,39182.43556,592,2,11364.41697,16322,0,0,19962,0,0,9,75,126,283,10,273,9,75,84,3,20498.08339,17695,7,39756.15884,592,2,11748.73553,16079.5,5,24358.52694,18442,7,39802.28904,592,2,13583.12639,16665,110,168,63,83,150,637,150
RP11-4O3.1,0,68,17,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-4O3.2,0,66,9,0,0,87,0,0,0,2,0,12,0,0,0,0,1,413.352825,1280,0,0,19962,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-500B12.1,0,56,20,0,0,0,0,21,1,2,4,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
RP11-500C11.3,1,59,72,0,0,0,0,35,4,3,39,70,109,0,0,0,1,8762.404193,11349,1,0,1646,2,5.34,0,135,91,198,8,190,0,69,69,2,44830.56989,15570,17,332093.8431,885,2,17356.7266,15303,2,23724.1042,13512,0,0,0,2,23724.1042,13512,85,98,27,34,56,422,55
RP11-500K19.1,0,49,15,0,0,0,0,1,0,2,49,55,104,2,28591.62444,470,1,6172.870374,11533.5,1,0,19446,2,6.6875,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
RP11-500M8.4,0,51,5,0,0,258,0,0,0,3,12,18,30,0,0,0,1,6537.6544,9913,0,0,19962,3,8.326667,0,64,12,4,0,4,0,3,3,1.5,9775.4849,11587.5,0,0,0,1.5,9775.4849,11587.5,1,9149.783267,7515,0,0,0,1,9149.783267,7515,6,7,0,1,56,55,7
RP11-501C14.5,0,28,86,0,0,0,0,25,2,3,15,25,40,4,59233.95452,613,1,7514.24455,9704.5,3,0,19661,4,6.3475,31,12,84,269,75,194,31,12,43,3,95422.46942,19421,4,142932.0373,708,2,13367.80897,16132,4,47225.25882,19276,4,52972.2695,679,1,9140.591085,14197,103,110,15,23,62,424,61
RP11-501C14.6,1,30,182,0,0,0,0,25,1,1,14,21,35,4,59233.95452,613,1,8059.866491,10712,0,0,19962,11,6.075,31,11,76,189,32,157,31,10,41,3,42864.27365,19417,3,60516.44051,722,2,15284.24381,16253,3,55649.83863,19347,3,62297.24134,751,1,9118.019625,14197,66,82,12,15,48,268,23
