LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
CTC-441N14.1,0,58,5,0,0,191,0,23,1,1,19,30,49,0,0,0,1,2638.46713,12590,0,0,23954,1,5.735,0,20,40,197,1,196,0,19,19,1,3620.488965,14993,3,24792.0282,222,1,3522.472579,14982,1,3636.723636,10998,0,0,0,1,3636.723636,10998,73,103,13,21,1,51,1
CTC-441N14.2,0,62,5,0,0,191,0,24,1,1,45,74,119,0,0,0,1,2686.578418,12749,1,0,6047,1,5.735,0,55,41,197,1,196,0,52,52,1,3637.127456,14982,3,24792.0282,222,1,3539.639434,14958,1,3433.32875,12336,0,0,0,1,3433.32875,12336,73,103,29,41,1,51,1
CTC-444N24.11,0,84,41,51,0,0,0,33,1,2,19,21,40,0,0,0,1,3884.905071,16867,1,0,19760,0,0,0,79,7,58,0,58,0,25,25,1,5416.791932,19126,0,0,0,1,5416.791932,19126,1,5973.145704,19436,0,0,0,1,5973.145704,19436,17,16,6,8,11,7,3
CTC-444N24.13,0,33,32,0,0,0,0,39,1,3,31,26,57,0,0,0,1,2266.746591,13355,0,0,23954,5,7.335,0,100,6,44,0,44,0,25,25,2,3905.04781,14104,0,0,0,2,3905.04781,14104,2,4059.50933,13925,0,0,0,2,4059.50933,13925,15,11,10,7,17,10,8
CTC-444N24.6,0,62,53,0,0,0,0,71,1,5,22,21,43,0,0,0,1,3327.020574,15858,1,0,19786,4,3.99,0,81,11,169,15,154,0,79,79,1,6700.515351,16061,5,33436.17461,718,1,4224.991345,15693,1,3402.417911,15754,0,0,0,1,3402.417911,15754,44,43,19,20,12,23,12
CTC-444N24.8,0,39,16,18,0,0,0,10,1,0,18,16,34,0,0,0,1,3813.755965,16480.5,0,0,23954,2,7.82,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
CTC-448D22.1,0,50,19,0,0,0,0,19,1,2,8,13,21,0,0,0,1,1549.348192,10333,0,0,23954,0,0,0,12,2,27,0,27,0,0,0,1,3988.976849,17615,0,0,0,1,3988.976849,17615,0,0,0,0,0,0,0,0,0,6,7,0,0,0,7,0
CTC-448F2.4,0,50,20,0,0,0,0,25,1,2,49,66,115,0,0,0,1,2364.137379,13567.5,0,0,23954,0,0,0,92,4,31,0,31,0,31,31,2,2957.948291,13838.5,0,0,0,2,2957.948291,13838.5,2,2957.948291,13659.5,0,0,0,2,2957.948291,13659.5,9,10,8,10,0,7,0
CTC-450M9.1,0,52,46,0,0,147,0,23,1,2,39,29,68,4,18491.369,541,2,4989.149474,16292,2,0,21762,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-453G23.4,0,51,43,0,0,171,0,14,1,1,26,33,59,0,0,0,1,2640.110984,14981,0,0,23954,5,8.077778,0,50,1,18,0,18,0,18,18,1,1359.499322,10435.5,0,0,0,1,1359.499322,10435.5,1,1359.499322,10256.5,0,0,0,1,1359.499322,10256.5,5,7,5,7,5,1,1
CTC-453G23.5,1,61,80,0,0,0,0,48,1,5,24,29,53,0,0,0,1,2065.716141,10826,0,0,23954,4,7.805,0,22,20,148,4,144,0,4,4,1,7671.639703,17218,8,36026.42257,765,1,5202.029583,16814.5,2,5834.371675,18100.5,0,0,0,2,5834.371675,18100.5,48,50,9,9,1,10,0
CTC-453G23.8,1,63,63,0,0,0,0,58,1,1,16,16,32,8,40504.162,757,1,3024.598779,16731,0,0,23954,6,8.040833,1,57,26,158,4,154,1,56,57,1,7586.000006,17158,8,35466.7052,765,1,5149.821883,16656,2,7498.038646,16979,8,40504.1615,765,1,3875.415406,16030.5,46,48,15,13,5,10,4
CTC-454I21.4,0,79,28,0,0,0,0,7,1,1,4,6,10,0,0,0,1,781.7733,8095,1,0,6643,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-457E21.1,0,60,32,0,0,0,0,14,1,0,5,3,8,0,0,0,1,2900.859933,5621,1,0,58,6,5.765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-457E21.2,0,86,39,0,0,0,0,12,1,0,5,3,8,0,0,0,1,2900.859933,5621,1,0,58,6,5.765,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-457E21.6,0,76,155,0,0,0,0,10,1,0,9,2,11,0,0,0,1,755.0849545,10924,1,0,7931,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
CTC-457E21.9,2,66,10,0,0,0,0,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTC-457L16.2,0,1,74,0,0,0,0,15,0,0,15,14,29,0,0,0,1,3134.164532,14566.5,0,0,23954,0,0,0,78,1,25,0,25,0,0,0,2,3015.855376,15087,0,0,0,2,3015.855376,15087,0,0,0,0,0,0,0,0,0,5,5,0,0,15,5,0
CTC-458G6.2,0,42,17,0,0,0,0,32,1,1,6,9,15,0,0,0,2,1344.488333,11811,2,0,708,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-458G6.4,0,66,21,0,0,0,0,9,1,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-458I2.2,1,64,17,0,0,0,0,26,1,1,19,15,34,0,0,0,1,2095.059592,12329,1,0,10138,2,5.995,0,13,18,119,2,117,0,4,4,2,7714.41342,18939,8,31384.592,776,2,6843.118503,18918,3,5141.202767,15773,0,0,0,3,5141.202767,15773,34,43,4,4,0,20,0
CTC-459F4.1,1,60,6,0,0,0,0,4,0,0,11,9,20,0,0,0,1,4135.348152,17590,1,0,18518,0,0,0,27,1,25,0,25,0,25,25,1,4268.775152,17985,0,0,0,1,4268.775152,17985,1,4268.775152,17806,0,0,0,1,4268.775152,17806,6,7,6,7,11,11,11
CTC-459F4.3,0,52,14,10,0,0,0,66,2,0,10,9,19,0,0,0,1,4126.2967,17825,0,0,23954,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
CTC-459F4.5,1,59,7,2,0,0,0,6,1,0,11,12,23,0,0,0,1,1655.291838,8696.5,0,0,23954,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-459I6.1,0,56,27,0,0,0,0,29,1,1,20,37,57,0,0,0,1,1841.149777,10035,0,0,23954,13,8.76,0,30,13,67,0,67,0,15,15,1,4752.253214,16933.5,0,0,0,1,4752.253214,16933.5,1,2771.799354,11916,0,0,0,1,2771.799354,11916,21,24,6,6,0,12,0
CTC-459M5.1,0,64,46,0,0,0,0,29,1,3,18,21,39,0,0,0,1,3252.738373,15461,0,0,23954,7,8.483571,0,30,6,48,0,48,0,26,26,1,3479.049565,15467,0,0,0,1,3479.049565,15467,1,3617.454162,15207,0,0,0,1,3617.454162,15207,23,23,8,6,7,9,4
CTC-459M5.2,1,68,5,0,0,0,0,20,1,1,27,28,55,0,0,0,1,3136.781059,15542,1,0,18903,0,0,0,39,10,58,0,58,0,35,35,1,3489.886389,15305,0,0,0,1,3489.886389,15305,1,3562.590398,15736,0,0,0,1,3562.590398,15736,22,24,10,9,10,18,8
CTC-461F20.1,3,58,40,0,0,0,0,48,1,3,31,23,54,0,0,0,1,2759.5481,11166.5,0,0,23954,6,7.959091,0,22,25,47,0,47,0,16,16,2,4747.667377,14895,0,0,0,2,4747.667377,14895,2,5080.17485,14591,0,0,0,2,5080.17485,14591,38,28,19,9,7,9,7
CTC-465D4.1,1,68,10,0,0,0,0,9,1,0,6,10,16,0,0,0,1.5,7565.90995,11312,0,0,23954,0,0,0,6,1,1,1,0,0,0,0,16,31443.9417,23369,16,31443.9417,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-467M3.1,1,18,57,0,0,0,0,63,1,2,21,28,49,7,13122.389,553,1,5808.886193,18122,2,0,21409,32,7.435,2,27,21,90,3,87,2,26,28,2,8225.276025,19211,5,13344.97514,561,2,7692.6534,19160,3,9454.487867,20200,7,13122.389,561,2,8986.245169,19779,39,43,15,16,8,26,4
CTC-467M3.2,0,39,39,0,0,0,0,40,1,3,24,32,56,7,13122.389,553,1,5808.886193,18122,2,0,21409,36,6.698387,2,27,8,65,3,62,2,25,27,2,7540.290147,19160,5,13558.65784,561,2,6947.931122,18047,2,8397.444693,19779,7,13122.389,561,2,7852.258812,19032,26,32,9,13,8,15,0
CTC-467M3.3,0,36,31,0,0,236,0,13,1,0,30,38,68,7,13122.389,553,1,4591.156734,14978.5,0,0,23954,13,6.9572,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
CTC-471C19.1,0,61,4,0,0,0,0,12,1,0,7,30,37,0,0,0,1,612.1705,7276,0,0,23954,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-471C19.2,0,55,5,0,0,114,0,11,1,0,6,11,17,0,0,0,1,816.1832667,12494,1,0,12590,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-471J1.2,3,37,71,0,0,0,0,21,1,2,24,26,50,0,0,0,1,2310.442129,13747,1,0,7331,1,8.105,0,91,2,45,0,45,0,45,45,1,2336.156934,13672,0,0,0,1,2336.156934,13672,1,2382.479884,13960,0,0,0,1,2382.479884,13960,11,14,11,14,5,4,4
CTC-471J1.8,0,72,85,0,0,0,0,48,1,2,25,19,44,0,0,0,1,3656.673369,16712,1,0,20072,7,4.690909,0,75,6,50,0,50,0,50,50,1,5100.411289,18793,0,0,0,1,5100.411289,18793,1,5057.379413,18486.5,0,0,0,1,5057.379413,18486.5,12,14,12,14,8,7,7
CTC-471J1.9,0,58,39,0,0,0,0,64,1,3,27,25,52,0,0,0,1,3440.26585,16506,0,0,23954,2,5.9725,0,94,11,95,0,95,0,94,94,1,3729.682115,16588,0,0,0,1,3729.682115,16588,1,3642.974694,16375,0,0,0,1,3642.974694,16375,25,27,23,24,11,11,11
CTC-472C24.1,1,63,37,0,0,0,0,8,0,0,10,6,16,0,0,0,1.5,745.1283,11877,0,0,23954,0,0,0,6,1,1,0,1,0,0,0,1,734.327,6925,0,0,0,1,734.327,6925,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0
CTC-479C5.10,0,34,27,8,0,0,0,69,2,5,62,113,175,8,35981.989,878,1,6186.491473,18232,0,0,23954,2,8.5325,3,89,77,541,38,503,3,83,86,2,10740.30802,19677,8,39767.79895,828,2,7550.735424,19032,3,12867.68582,21402.5,8,36322.89664,886,3,10177.65158,20899,200,249,46,63,8,57,7
CTC-480C2.1,0,63,33,0,0,0,0,11,0,2,7,10,17,0,0,0,1,1835.684591,13146,1,0,7480,0,0,0,23,1,6,0,6,0,6,6,2,3081.076533,15786.5,0,0,0,2,3081.076533,15786.5,2,3081.076533,15607.5,0,0,0,2,3081.076533,15607.5,1,0,1,0,2,0,0
CTC-482H14.5,0,50,91,0,0,0,0,49,1,1,66,54,120,0,0,0,1,2725.461192,14471,1,0,20398,0,0,0,119,10,41,0,41,0,28,28,1,4347.358644,15683,0,0,0,1,4347.358644,15683,1,4883.538178,16909,0,0,0,1,4883.538178,16909,12,12,7,5,1,1,1
CTC-484P3.3,2,68,6,0,0,144,0,8,0,0,8,13,21,0,0,0,1,1008.9461,12524,1,0,10933,2,4.596667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-490E21.10,4,44,55,0,0,182,0,7,1,0,126,80,206,2,32902.31685,760,1,6004.139554,18371,1,0,20378,1,7.13,20,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CTC-490G23.2,0,45,19,0,0,0,0,18,1,0,16,28,44,0,0,0,1.5,4930.136344,16844,0,0,23954,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-490G23.4,0,52,41,0,0,0,0,6,1,0,26,28,54,0,0,0,3,5780.246621,19882,3,0,21806,0,0,0,29,2,43,2,41,0,0,0,2,8111.113409,19808,4,29039.0573,709.5,2,7467.176674,19664,0,0,0,0,0,0,0,0,0,14,14,0,0,1,5,0
CTC-492K19.4,0,57,135,0,0,0,0,73,2,4,134,129,263,6,32829.55632,760.5,2,5922.003423,17362,2,0,23639,6,6.28,22,113,31,278,31,247,22,84,106,2,16634.72587,21462,6,34167.39852,771,1,7038.65401,18196.5,4,21064.94838,23085,6,33430.71838,771,2,9631.518191,19763,110,98,73,58,10,24,9
CTC-493L21.1,0,53,2,0,0,0,0,7,1,0,14,18,32,0,0,0,1,2565.996919,14881,1,0,18521,2,5.876667,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-493L21.2,0,58,16,0,0,80,0,6,0,0,8,8,16,0,0,0,2,3032.020633,16633,2,0,18633,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-497E21.3,0,45,60,0,0,0,0,38,1,3,26,30,56,0,0,0,1,3434.015063,13450.5,0,0,23954,13,5.356842,0,32,27,169,10,159,0,11,11,2,7517.41354,16862,8.5,38832.01179,912.5,2,5264.564745,16294,1,5974.6502,17238,0,0,0,1,5974.6502,17238,59,52,3,2,0,12,0
CTC-497E21.5,1,86,31,0,0,0,0,32,1,1,80,97,177,11,46733.27933,911,2,4111.661808,14625.5,2,0,21801,2,7.8125,3,110,32,163,9,154,3,93,96,2,8406.659173,17417,11,42030.87508,919,2,5830.090904,16516,2,9062.372682,16683,12,47749.58536,965,2,6102.695209,16337,56,41,37,25,0,12,0
CTC-498J12.1,0,56,29,0,0,0,0,31,1,3,15,20,35,0,0,0,1,2581.478574,14419.5,0,0,23954,0,0,0,34,2,28,0,28,0,16,16,1,3140.582102,16253,0,0,0,1,3140.582102,16253,1,3950.666019,16479.5,0,0,0,1,3950.666019,16479.5,6,10,4,2,5,9,4
CTC-498J12.3,0,49,81,0,0,0,0,12,1,0,9,17,26,0,0,0,1,3372.504065,16562,0,0,23954,1,8.515,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
CTC-498M16.2,0,39,9,0,0,0,0,13,0,0,2,4,6,0,0,0,2,2150.621014,11902,2,0,4497,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-498M16.4,2,42,3,0,0,0,0,11,1,2,4,6,10,0,0,0,1,1772.4006,9419,1,0,5675,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-499B15.6,1,47,166,0,0,0,0,71,2,4,27,21,48,0,0,0,1,3214.220622,16019,1,0,19603,2,3.245,0,73,19,235,0,235,0,50,50,1,3411.775745,15078,0,0,0,1,3411.775745,15078,1,4542.889011,17772,0,0,0,1,4542.889011,17772,64,58,15,13,7,13,5
CTC-499B15.7,0,46,74,0,0,282,0,39,1,2,29,24,53,0,0,0,1,2244.687061,14313,0,0,23954,11,4.886667,0,74,2,54,0,54,0,26,26,1,2550.107238,14773,0,0,0,1,2550.107238,14773,1,2916.275935,14713.5,0,0,0,1,2916.275935,14713.5,14,12,7,6,4,3,1
CTC-499B15.8,0,59,39,0,0,0,0,25,1,1,28,26,54,0,0,0,1,2392.361488,14622,0,0,23954,4,5.593333,0,66,3,76,0,76,0,26,26,1,3207.462172,15420.5,0,0,0,1,3207.462172,15420.5,1,2916.275935,14713.5,0,0,0,1,2916.275935,14713.5,18,14,7,6,2,6,1
CTC-499J9.1,1,30,11,0,0,0,0,7,0,0,7,11,18,0,0,0,1,1865.982193,11020.5,0,0,23954,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-501O10.1,0,47,42,0,0,0,0,36,1,1,28,72,100,10.5,43484.206,824.5,1,5640.409233,11291,1,0,5743,3,7.262,2,33,13,85,7,78,2,20,22,3,13175.55668,21390,10,33673.72835,727,2,9921.878635,20635,7,17292.13402,20381,10.5,43484.20615,832.5,6,10066.73481,16309,31,39,4,6,0,2,0
CTC-503J8.4,0,55,40,0,0,0,0,13,1,1,31,20,51,0,0,0,2,4948.879984,17051,2,0,20894,0,0,0,51,2,52,0,52,0,27,27,1,4453.071253,18083,0,0,0,1,4453.071253,18083,2,5944.606252,19331,0,0,0,2,5944.606252,19331,10,10,4,4,4,2,1
CTC-503K11.2,2,46,63,0,0,316,0,65,2,4,30,60,90,0,0,0,1,4055.278139,18482,1,0,19834,3,6.864,0,61,34,130,0,130,0,51,51,1,3694.559414,16183.5,0,0,0,1,3694.559414,16183.5,1,4187.933723,18228,0,0,0,1,4187.933723,18228,44,61,12,19,10,26,9
CTC-505O3.2,0,76,4,0,0,0,0,11,0,1,23,33,56,3,22830.311,537,1,3996.724706,18239,0,0,23954,1,4.83,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-505O3.3,1,60,37,0,0,0,0,7,0,0,8,6,14,0,0,0,1,661.81323,6670,0,0,23954,0,0,0,10,1,25,0,25,0,0,0,1,4715.358784,16764,0,0,0,1,4715.358784,16764,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,0
CTC-506B8.1,1,56,10,0,0,0,0,20,1,2,21,30,51,0,0,0,1,2751.0639,13045,1,0,22246,5,8.212,0,35,5,13,2,11,0,0,0,2.5,12755.45309,21361,9,30874.07465,552,2,9735.682833,20243.5,0,0,0,0,0,0,0,0,0,13,15,0,0,11,1,0
CTC-508F8.1,0,62,18,0,0,0,0,11,1,0,23,27,50,0,0,0,1,2130.898463,13898,1,0,2057,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
CTC-510F12.2,0,39,180,0,0,0,0,59,1,5,63,49,112,5,32027.0954,758,1.5,5776.498302,16983.5,0,0,23954,14,7.89,10,60,36,253,29,224,10,55,65,3,15032.87759,21439,5,33484.58342,752,3,9905.838724,20363,4,19173.09027,21941,5,35042.3723,783,3,11172.87371,19935,121,100,42,39,3,14,3
CTC-510F12.4,0,52,106,0,0,0,0,55,1,5,41,36,77,5,27044.8025,671.5,2,5398.039178,17032.5,0,0,23954,1,6.58,2,88,16,132,2,130,2,76,78,3,8537.588334,20187,5,27044.8023,679.5,3,7667.797599,20021,3,9056.662706,20184,5,27044.8023,679.5,3,8071.011221,20008,57,51,26,22,4,9,3
CTC-510F12.6,0,53,63,0,0,0,0,35,1,3,43,40,83,5,27044.8025,671.5,1,4233.164082,16596.5,0,0,23954,0,0,2,78,4,69,2,67,2,67,69,3,7521.193384,18900,5,27044.8023,679.5,3,6050.79606,16957,2,6916.851809,16736.5,5,27044.8023,679.5,2,5544.491548,16686,29,25,29,25,4,3,3
CTC-512J12.4,1,71,57,1,0,0,0,53,1,3,19,21,40,0,0,0,1,1909.431754,12865,1,0,9287,6,3.74,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
CTC-513N18.6,0,76,27,0,0,0,0,17,1,0,10,7,17,0,0,0,1,4607.07848,19784.5,0,0,23954,4,5.12625,0,10,11,187,0,187,0,0,0,1,3247.274667,15117,0,0,0,1,3247.274667,15117,0,0,0,0,0,0,0,0,0,53,51,0,0,9,20,0
CTC-513N18.7,1,59,53,0,0,0,0,19,1,0,25,11,36,0,0,0,1,1913.758026,13855,1,0,3116,4,5.531667,0,31,9,150,0,150,0,0,0,1,3508.334377,15739,0,0,0,1,3508.334377,15739,0,0,0,0,0,0,0,0,0,43,36,0,0,4,11,0
CTC-518B2.10,0,37,104,0,0,0,0,53,1,2,39,32,71,9,51823.3835,902.5,1,1892.330283,12681,0,0,23954,6,6.383333,2,42,12,41,2,39,2,31,33,2,26758.14555,21641,9,51823.3835,910.5,1,2002.354978,13467,1,16695.84725,14791,9,51823.3835,910.5,1,2284.550328,13288,25,16,19,12,0,1,0
CTC-518B2.12,0,63,74,0,0,240,0,15,1,1,25,19,44,9,51823.3835,902.5,1,1712.107025,12925,0,0,23954,9,6.882941,2,16,48,57,2,55,2,10,12,9,29935.34901,23387,9,51823.3835,910.5,1,3545.520183,18057,9,37305.77569,23208,9,51823.3835,910.5,1,2048.72815,16957,54,46,22,10,4,5,2
CTC-518B2.9,1,62,65,0,0,0,0,30,1,4,28,19,47,9,51823.3835,902.5,1,1744.449506,13801.5,0,0,23954,23,6.84,2,18,27,67,2,65,2,8,10,9,28104.34777,23387,9,51823.3835,910.5,1,2287.710232,14876,9,36579.80498,23208,9,51823.3835,910.5,1,1737.339793,15482.5,39,34,18,12,3,10,2
CTC-518P12.6,1,78,100,0,0,0,0,41,1,3,66,39,105,0,0,0,1,4593.670051,17229,1,0,19658,4,7.592857,0,93,28,267,6,261,0,84,84,2,7792.714917,18570,4,37693.68117,758,2,6074.268581,18336,2,6526.766815,18391,0,0,0,2,6526.766815,18391,106,85,27,19,10,22,6
CTC-523E23.1,0,53,29,0,0,0,0,8,1,0,19,20,39,0,0,0,1,2671.381737,16947,1,0,19550,0,0,0,41,1,14,0,14,0,14,14,1,856.1346429,8379,0,0,0,1,856.1346429,8379,1,856.1346429,8200,0,0,0,1,856.1346429,8200,4,4,4,4,1,1,1
CTC-523E23.11,0,52,44,0,0,0,0,26,1,1,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-523E23.15,0,48,24,0,0,0,0,15,1,0,10,8,18,0,0,0,1,1355.713819,11468,1,0,10396,8,7.723125,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTC-523E23.4,0,72,43,0,0,0,0,17,1,0,7,9,16,0,0,0,1,734.877,3957,0,0,23954,11,6.595789,0,2,1,25,0,25,0,0,0,2,4265.066172,16463,0,0,0,2,4265.066172,16463,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0
CTC-523E23.5,0,51,17,0,0,0,0,16,1,0,7,8,15,0,0,0,1,734.877,3957,0,0,23954,7,6.968182,0,2,1,25,0,25,0,0,0,2,4265.066172,16463,0,0,0,2,4265.066172,16463,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0
CTC-523E23.6,0,57,30,0,0,0,0,13,1,0,10,8,18,0,0,0,1,1355.713819,11468,1,0,10396,8,8.325,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTC-523E23.8,1,60,38,3,0,0,0,59,1,4,16,18,34,0,0,0,1,2172.98658,11919,0,0,23954,2,6.4575,0,44,6,59,0,59,0,0,0,2,8525.452213,19722,0,0,0,2,8525.452213,19722,0,0,0,0,0,0,0,0,0,20,26,0,0,3,4,0
CTC-524C5.2,0,53,39,1,0,0,0,64,1,5,25,30,55,0,0,0,1,3259.299974,14980,1,0,20392,3,7.41,0,73,32,207,0,207,0,47,47,1,5240.541196,17005,0,0,0,1,5240.541196,17005,1,3591.754724,14952,0,0,0,1,3591.754724,14952,65,73,14,20,14,18,6
CTC-524C5.5,0,46,38,0,0,0,0,61,1,4,50,88,138,0,0,0,1,3235.279745,15344.5,0,0,23954,4,6.2,0,132,40,225,15,210,0,88,88,2,9082.828348,19369,2,28360.37975,760,2,6783.319235,18638,1,3923.671242,16461,0,0,0,1,3923.671242,16461,66,79,24,37,18,20,13
CTC-525D6.1,0,69,173,0,0,0,0,17,1,0,11,17,28,0,0,0,1,2225.676467,17622,1,0,19005,21,7.445152,0,15,1,18,2,16,0,0,0,3.5,14598.05591,20517,3.5,31518.89615,756,3.5,12482.95088,19744,0,0,0,0,0,0,0,0,0,5,6,0,0,2,0,0
CTC-525D6.2,1,68,72,0,0,0,0,18,1,0,72,65,137,3.5,31518.896,748,1,4707.723271,15953,1,0,19413,15,7.406522,2,85,1,18,2,16,2,16,18,3.5,14598.05591,20517,3.5,31518.89615,756,3.5,12482.95088,19744,3.5,14598.05591,20338,3.5,31518.89615,756,3.5,12482.95088,19565,5,6,5,6,1,0,0
