LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-246K15.1,0,82,7,0,0,0,0,12,0,2,40,28,68,0,0,0,2,7184.719208,17178,0,0,23954,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-247A12.1,0,63,80,0,0,0,0,20,1,1,54,132,186,3.5,27638.78138,737,1,6564.714364,19139,0,0,23954,2,8.2275,8,86,8,51,2,49,2,49,51,2,10644.26677,19203,7,38230.6075,909.5,2,6359.00996,19015,1,7278.971281,18875,7,38230.6075,909.5,1,5947.718111,18836,22,41,22,41,12,11,11
RP11-247A12.2,0,38,122,0,0,0,0,75,2,4,62,118,180,3,29381.76774,788,1,9003.698477,21021,0,0,23954,4,4.95,27,65,75,417,66,351,27,63,90,3,30953.79365,22936,4,61640.67202,946,2,10503.33297,21357,3,22937.73908,23138,3,30213.06511,814,2.5,14927.14072,22592,240,324,45,54,3,46,3
RP11-247A12.7,0,53,108,0,0,0,0,64,1,3,57,111,168,3,29381.76774,788,1,9734.853144,21662,0,0,23954,1,7.415,27,59,38,316,66,250,27,34,61,3,32883.03311,23128,5,59910.92036,983,2,11167.90996,21456,3,24400.92692,23160,3,30088.51351,814,3,17123.26236,22693,187,242,29,32,3,26,1
RP11-247I13.11,0,40,34,0,0,0,0,14,1,2,22,31,53,0,0,0,2,5689.04744,18732,2,0,20377,0,0,0,53,1,25,0,25,0,25,25,2,8334.60538,20968,0,0,0,2,8334.60538,20968,2,8334.60538,20789,0,0,0,2,8334.60538,20789,5,9,5,9,5,2,2
RP11-247L20.3,1,62,37,0,0,0,0,52,1,3,17,16,33,0,0,0,1,2193.324734,12622,0,0,23954,1,8.89,0,32,19,114,3,111,0,30,30,1,4060.668066,15328,2,16830.69923,313,1,3891.154377,15291,1,2847.650117,13898,0,0,0,1,2847.650117,13898,40,44,10,10,5,27,5
RP11-247L20.4,1,76,31,0,0,0,0,32,1,2,43,54,97,0,0,0,1,4308.442771,18211,1,0,20436,2,7.035,0,75,18,92,3,89,0,40,40,1,4568.716124,16374,2,16830.69923,313,1,4061.323719,16100,1,4667.618205,16690,0,0,0,1,4667.618205,16690,37,44,17,21,8,21,8
RP11-248E9.5,0,58,22,0,0,0,0,22,0,1,44,53,97,1,17423.095,835,1,2949.154659,13755,1,0,3977,1,7.605,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-248E9.6,0,39,22,0,0,120,0,17,0,1,33,39,72,0,0,0,1,2638.668912,12913,1,0,7247,0,0,0,59,14,78,1,77,0,34,34,2,5733.793285,15443,1,17423.095,843,2,5461.949059,15443,1.5,5343.177182,13689,0,0,0,1.5,5343.177182,13689,20,20,9,11,2,10,0
RP11-248G5.8,0,24,28,0,0,0,0,1,0,0,30,35,65,0,0,0,1,1958.285453,13412,0,0,23954,1,7.845,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-248J18.2,0,60,18,0,0,0,0,70,1,5,20,21,41,3,5463.56,885,1,5647.299043,17694,0,0,23954,4,7.587143,1,37,26,89,1,88,1,36,37,2,8614.085037,20827,3,5463.56,893,2,8760.621085,19983,2,10100.61732,21388,3,5463.56,893,2,10380.43975,21360,40,49,15,18,5,22,5
RP11-248J18.3,2,68,29,0,0,0,0,20,1,0,23,24,47,3,4704.172,821,2,6176.129827,15754.5,0,0,23954,0,0,2,30,16,56,1,55,1,16,17,2,8748.849535,20827,3,5463.56,893,2,8899.034199,19983,2,11264.16153,21388,3,5463.56,893,2,11638.39388,21388,27,30,5,4,0,9,0
RP11-248N22.1,0,59,8,0,0,0,0,15,0,1,6,10,16,0,0,0,1,1281.98886,8755,1,0,5938,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-248N22.2,1,53,18,0,0,0,0,6,0,0,8,16,24,0,0,0,1,1125.53695,7298.5,0,0,23954,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-249C24.10,0,68,37,0,0,360,0,28,1,1,59,42,101,2,27093.4942,678,1,2918.541221,13948,1,0,4310,9,7.871667,10,71,40,199,16,183,10,62,72,2,10415.88966,16242.5,2,32361.84685,660,1,4543.027872,14517,2,13633.41592,17421,2,29198.89945,655,1,5187.029509,13361,81,58,35,20,11,20,2
RP11-249C24.11,1,84,19,0,0,319,0,26,1,2,61,45,106,2,27093.4942,678,1,3763.738737,14592,1,0,20874,14,6.719167,10,65,18,114,14,100,10,22,32,2,12719.82467,18570,2,30470.14056,660,1,5469.695638,16673,2,17041.44944,22501,2,28513.0263,655,1,7814.311541,17036.5,44,30,19,10,13,12,5
RP11-249M12.2,1,80,50,0,0,0,0,25,1,1,18,11,29,0,0,0,1,1384.612433,15636.5,0,0,23954,0,0,0,6,13,15,0,15,0,2,2,1,3610.508441,15915,0,0,0,1,3610.508441,15915,1.5,1056.4035,13755.5,0,0,0,1.5,1056.4035,13755.5,17,23,1,0,1,7,0
RP11-24C3.2,1,38,38,0,0,0,0,60,1,5,65,75,140,7.5,29729.22275,750,2,6637.385369,20212,2,0,23735,4,8.165,4,107,28,211,7,204,4,97,101,3,11579.03585,21363,9,33838.45778,860,3,9337.079686,21151.5,3,13236.16659,21533,9,34779.55165,860,3,10707.37195,21400,68,59,49,42,4,18,4
RP11-24D15.1,0,54,47,0,0,189,0,20,1,1,13,18,31,0,0,0,2,4676.916764,17732,0,0,23954,5,4.608889,0,14,2,26,2,24,0,7,7,2,7763.086197,17115,9,46808.3255,811,2,5244.0385,16454,3,8233.365457,19413,0,0,0,3,8233.365457,19413,12,13,0,0,0,1,0
RP11-24F11.2,6,76,28,0,0,0,0,24,1,3,126,127,253,5,42465.652,897.5,1,3211.141332,14170,0,0,23954,14,5.7168,4,132,21,104,6,98,3,47,50,3,12798.99115,19251,5,41993.80618,382,2,7543.924439,18739,1,14926.01077,17651,6,63481.32833,1007,1,3501.230169,15260,46,49,16,16,0,5,0
RP11-24I21.1,2,46,20,0,0,0,0,7,0,0,19,22,41,0,0,0,1,1153.870757,9786.5,0,0,23954,1,3.47,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-24J19.1,2,77,7,0,0,0,0,10,1,0,29,33,62,0,0,0,1,1070.360248,10571,1,0,6889,1,5.47,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-24J23.2,1,51,2,0,0,0,0,24,0,1,63,69,132,4,24338.4335,463,1,2049.042697,11967,0,0,23954,0,0,2,88,48,118,3,115,2,20,22,2,7612.13144,16357,4,25153.60576,625,2,5446.517326,15308,2,8577.643646,14296,5,24309.97218,317,2,2380.059676,11807,45,42,5,5,0,5,0
RP11-24M17.4,0,40,157,0,0,0,0,37,1,2,33,33,66,6,34047.96533,1074,1,2305.522719,12160,0,0,23954,3,7.55,3,53,23,249,13,236,3,35,38,2,9841.350367,19040,8,30491.3113,1013,1,6785.330779,16987,1,8657.945917,13522,12.5,32656.98113,1047.5,1,3858.138875,12793.5,77,92,11,12,5,22,1
RP11-24N18.1,5,42,45,0,0,0,0,77,1,3,34,30,64,1,24570.38533,814,1,5714.933482,18336,0,0,23954,4,7.404286,3,93,24,174,14,160,3,50,53,1,10775.05221,20532,6,35525.63836,1047,1,7532.691468,19329.5,1,8918.071049,21125,1,24570.38563,822,1,8117.668598,20729,45,51,14,17,13,17,6
RP11-24P14.1,1,67,11,0,0,0,0,5,0,0,1,6,7,0,0,0,1.5,481.2584,8772,0,0,23954,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-24P4.1,1,69,47,0,0,0,0,7,0,0,15,27,42,0,0,0,1,695.5868857,5465,1,0,5561,2,4.455,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-250B2.3,0,57,3,0,0,0,0,17,1,0,7,11,18,0,0,0,2,2730.554075,12299,0,0,23954,0,0,0,12,42,191,2,189,0,12,12,2,5285.41031,13381,3,20768.0027,511,2,4799.046151,13224,2,3454.012444,12727.5,0,0,0,2,3454.012444,12727.5,71,76,6,9,1,34,1
RP11-250B2.5,0,53,4,0,0,0,0,29,1,1,45,66,111,3,20768.0025,503,1,3275.287871,12816,0,0,23954,0,0,2,68,16,61,2,59,2,36,38,2,4242.297211,12973,3,20768.0027,511,2,3813.058107,12973,2,5470.04356,13038,3,20768.0027,511,2,4466.898698,12410,13,17,8,9,1,0,0
RP11-250B2.6,1,57,18,0,0,0,0,11,0,0,27,26,53,0,0,0,1,667.0867156,6696,0,0,23954,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-251G23.5,1,57,56,0,0,0,0,14,1,1,125,122,247,0,0,0,1,3154.406034,15343,1,0,21911,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-251M1.1,1,52,247,0,0,0,0,27,0,4,68,124,192,0,0,0,1,5079.789836,15996,1,0,1650,9,6.4875,0,55,12,114,4,110,0,21,21,2,11549.04923,21813,6,22938.96447,476,2,11064.37199,21496,3.5,12691.37502,21886,0,0,0,3.5,12691.37502,21886,57,58,7,7,8,16,2
RP11-251P6.1,0,76,39,0,0,0,0,6,0,0,15,22,37,0,0,0,1,1506.554945,11480,1,0,8061,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-252A24.3,0,38,67,0,0,0,0,54,1,2,11,13,24,0,0,0,1,5944.73131,18405,0,0,23954,2,8.4675,0,40,6,99,0,99,0,25,25,1,4513.380297,17284,0,0,0,1,4513.380297,17284,1,7061.354808,18959,0,0,0,1,7061.354808,18959,16,16,1,0,8,13,0
RP11-252A24.5,0,13,82,0,0,0,0,11,1,0,10,9,19,0,0,0,1,2371.858332,11192,1,0,7510,7,6.958462,0,19,2,39,0,39,0,13,13,1,3278.878958,16466,0,0,0,1,3278.878958,16466,1,2839.562608,11575,0,0,0,1,2839.562608,11575,6,5,2,2,1,7,0
RP11-252C15.1,1,75,25,0,0,0,0,3,1,0,16,26,42,0,0,0,1,3697.62559,11419.5,0,0,23954,5,5.6725,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-252E2.1,0,79,74,0,0,0,0,77,2,4,104,98,202,9.5,69735.5361,973,1,5307.54365,17386,1,0,21194,15,6.955417,10,137,57,224,27,197,10,107,117,2,22485.92683,20435,13,87168.9741,990,2,7045.095229,18606,2,21822.67753,20580,13,92725.21867,990,1,7377.338083,19156,93,92,57,56,8,36,8
RP11-252E2.2,0,79,64,0,0,0,0,77,2,4,54,45,99,14,77875.67825,989.5,1,4814.855792,16940.5,0,0,23954,15,6.955417,8,62,57,224,27,197,7,49,56,2,22485.92683,20435,13,87168.9741,990,2,7045.095229,18606,2,28424.34858,20256,13,101499.3095,1005,1,6331.918535,17407,93,92,28,24,8,36,8
RP11-252I13.2,0,90,12,0,0,109,0,14,1,0,103,141,244,2,16882.7582,667,1,5231.704455,17573,0,0,23954,2,6.0025,5,137,2,29,2,27,2,27,29,1,9726.088909,21643,1.5,14220.2789,636.5,1,9373.60342,21588,1,9726.088909,21464,1.5,14220.2789,636.5,1,9373.60342,21409,7,8,7,8,4,1,1
RP11-252K23.1,0,64,50,0,0,0,0,21,1,1,65,80,145,6.5,43126.32667,862.5,1,5668.610465,17732,2,0,23607,0,0,18,79,4,51,18,33,18,33,51,2,15700.1629,18496,6.5,43126.32654,870.5,2,6884.610307,16085,2.5,19308.86809,22180.5,6.5,43126.32654,870.5,2,8591.011783,17890,9,10,9,10,1,1,0
RP11-252K23.2,1,70,23,0,0,0,0,23,1,3,12,13,25,0,0,0,1,1830.6077,9926,1,0,3858,2,8.7125,0,25,41,210,19,191,0,19,19,2,14447.40973,19358,7,44021.044,887,2,7461.098258,17696,2,2485.721179,14451,0,0,0,2,2485.721179,14451,83,94,7,7,0,29,0
RP11-252M18.3,0,81,5,0,0,149,0,27,0,1,25,22,47,10,47083.787,897.5,1,3504.1693,14042,1,0,21454,1,7.965,4,47,25,118,5,113,1,8,9,1,7650.303663,15135,5,64755.10536,943,1,4177.714371,14467,1,14971.71291,14470,25,100964.304,1062,1,5416.980567,13984,57,50,3,3,1,10,0
RP11-252M21.6,0,53,32,0,0,152,0,39,1,1,7,9,16,0,0,0,1,1087.981167,16030,0,0,23954,2,5.23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-252P19.1,0,43,9,0,0,0,0,11,1,0,50,59,109,0,0,0,1,2520.461006,11460.5,0,0,23954,1,4.97,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-252P19.2,0,48,11,0,0,0,0,12,1,0,13,18,31,0,0,0,1,899.3012,6524,0,0,23954,1,6.98,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-253A20.1,0,57,31,0,0,0,0,6,1,0,3,4,7,0,0,0,1,603.002,7160,1,0,7202,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-253D19.1,1,84,45,0,0,231,0,30,1,3,52,54,106,4,29723.351,736,1,4594.777404,14227,0,0,23954,1,3.74,1,57,1,16,0,16,0,16,16,1,4026.907442,15241,0,0,0,1,4026.907442,15241,1,3525.32005,14517.5,0,0,0,1,3525.32005,14517.5,3,5,3,5,0,0,0
RP11-253D19.2,1,62,28,0,0,0,0,13,1,1,31,32,63,0,0,0,1,3508.428215,14619,1,0,1111,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-253E3.3,0,80,44,0,0,0,0,27,1,2,32,37,69,0,0,0,1,3804.21756,16712,1,0,20362,2,6.395,0,57,3,60,0,60,0,24,24,1,6339.487197,17915.5,0,0,0,1,6339.487197,17915.5,1,2318.329038,14650.5,0,0,0,1,2318.329038,14650.5,15,13,5,6,1,1,1
RP11-253I19.3,1,64,21,0,0,0,0,12,1,2,142,103,245,6,69729.87167,1019,1,3806.458161,15663,1,0,20890,1,9.215,3,150,2,28,1,27,1,27,28,1,11276.26735,20360.5,14,141138.7191,1089,1,6466.546915,20336,1,11276.26735,20181.5,14,141138.7191,1089,1,6466.546915,20157,12,8,12,8,0,3,0
RP11-253M7.1,1,44,51,0,0,0,0,59,1,3,42,38,80,6.5,38712.801,832,1,5672.173025,18793,2,0,20900,1,8.71,2,79,24,181,4,177,2,72,74,2,8598.789399,19238,6.5,38322.22719,826,2,7540.836529,19177,2,8769.62306,19401,6.5,38712.80085,840,2,7528.455068,18998,61,53,25,24,3,12,3
RP11-253M7.4,0,57,36,0,0,0,0,70,1,4,57,45,102,6.5,38712.801,832,2,6896.734805,19484,0,0,23954,3,3.696667,2,60,30,194,9,185,2,28,30,3,12063.91618,21538,7,37207.99111,826,3,10001.48769,21119,3,13199.2178,21479,6.5,38712.80085,840,3,11060.35455,21430,122,101,24,17,7,8,4
RP11-253M7.6,0,58,44,0,0,0,0,69,2,4,30,30,60,0,0,0,1,2909.658488,15427,1,0,20465,1,5.775,0,59,18,119,0,119,0,34,34,1,5132.499306,17323,0,0,0,1,5132.499306,17323,1,4159.800882,16999,0,0,0,1,4159.800882,16999,56,54,12,13,3,10,3
RP11-254F19.2,2,79,70,0,0,0,0,64,2,4,65,93,158,2,30959.857,421,2,5745.609617,16060,0,0,23954,9,7.305625,3,99,42,244,26,218,3,83,86,3,14988.67759,20252.5,5,46556.10785,906,2,8316.343309,19399,3,9027.18207,19987,6,37734.79164,888,3,8533.924173,19791,91,120,33,55,4,26,4
RP11-254F19.3,3,92,25,0,0,0,0,29,1,1,80,106,186,5,47144.3119,937.5,1,4430.846377,14662,2,0,5586,3,6.37,20,75,8,63,13,50,13,12,25,3,14853.03045,17932,6,49559.45731,974,2,6176.423732,16081,5,31231.33215,23079.5,6,49559.45731,974,2.5,9848.519475,17675.5,25,34,10,9,0,5,0
RP11-254F7.1,0,87,44,0,0,0,0,52,1,2,52,40,92,0,0,0,1,2950.423525,14041,0,0,23954,4,8.5775,0,44,25,199,19,180,0,24,24,2,9074.730829,19668,7,30523.646,549,2,7391.02759,19227,2,3568.906806,12276,0,0,0,2,3568.906806,12276,81,70,14,12,5,17,5
RP11-254F7.2,0,72,258,0,0,0,0,42,1,5,49,39,88,0,0,0,1,2239.556106,12530,1,0,6980,12,6.927826,0,47,37,261,19,242,0,35,35,2,8807.385795,19769,7,29319.26325,549,2,7718.434772,19654,2,4806.690311,14286,0,0,0,2,4806.690311,14286,119,103,24,17,5,37,5
RP11-254F7.3,0,66,49,0,0,0,0,46,1,4,51,44,95,3,27493.561,613,1,2114.044535,12494,1,0,6980,5,8.007,1,52,20,204,8,196,0,30,30,2,7223.891194,18752,7,25258.05128,549,2,6547.882775,18086,2,3089.960812,11457.5,0,0,0,2,3089.960812,11457.5,70,77,17,18,5,36,5
RP11-254I22.1,0,42,6,0,0,0,0,14,1,0,35,40,75,5,31239.4238,784,2,6065.211724,16755,0,0,23954,0,0,5,45,18,91,11,80,5,27,32,3,11745.88212,20515,5,34611.22361,812,2,8846.291718,20112,3,12453.57443,20364,5,31239.42362,792,3,9157.811411,19933,23,23,7,8,1,7,0
RP11-254I22.2,0,41,22,0,0,0,0,18,0,1,30,33,63,4,23715.29067,430,2,5974.661429,14665,0,0,23954,2,5.37,3,45,19,170,16,154,2,21,23,2,11200.50267,19454,5.5,34028.41183,802,2,7382.01605,18095,3,8368.100029,17225,5,24348.4049,626,2.5,6915.345041,15432,53,66,2,3,0,32,0
RP11-254I22.3,0,55,18,0,0,0,0,17,1,0,20,31,51,2,22449.062,6,2,4898.13788,14259,0,0,23954,2,7.223333,1,35,32,202,15,187,1,22,23,2,10416.4715,19115,5,31915.99453,778.5,2,7154.024912,18059,2,7226.012124,17318,2,22449.0624,14,2,6501.104968,16453,67,76,4,6,0,35,0
RP11-255A11.2,0,52,36,0,0,215,0,54,1,2,26,32,58,5,20535.785,619,1,2899.054802,13597.5,1,0,2861,2,3.473333,3,58,27,143,2,141,1,32,33,1,4565.054948,16167,3,40914.2908,627,1,4067.12021,16118,2,6814.369736,17466,3,33800.5759,627,2,6008.811343,17466,59,61,12,18,8,10,5
RP11-255A11.21,0,57,4,0,0,0,0,4,1,0,6,17,23,0,0,0,1,1193.593242,8806,0,0,23954,0,0,0,12,17,53,0,53,0,0,0,2,3294.299979,14074,0,0,0,2,3294.299979,14074,0,0,0,0,0,0,0,0,0,37,26,0,0,0,0,0
RP11-255B23.4,1,73,14,0,0,0,0,33,1,1,18,22,40,3,143109.3291,1022,1,15149.9644,13824,0,0,23954,1,4.435,7,21,27,152,53,99,6,13,19,2,63641.35494,22922.5,2,109935.997,1030,2,21976.17707,18052,3,103001.8855,22697,2,166361.2474,1125,3,42733.22424,18354,73,64,8,9,0,7,0
RP11-255C15.3,2,72,64,3,0,0,0,12,1,1,21,30,51,0,0,0,1,4467.031948,16999,0,0,23954,2,8.725,0,50,5,49,0,49,0,49,49,1,5030.200904,17339,0,0,0,1,5030.200904,17339,1,5360.116606,18611,0,0,0,1,5360.116606,18611,15,25,15,25,15,14,14
RP11-255E6.6,0,46,66,0,0,0,0,57,1,3,22,31,53,0,0,0,1,1510.433438,12463.5,0,0,23954,3,5.14,0,64,25,110,0,110,0,46,46,1,3895.108286,14973,0,0,0,1,3895.108286,14973,1,1858.438124,13134,0,0,0,1,1858.438124,13134,42,53,18,22,7,37,7
RP11-255G12.2,1,66,16,0,0,0,0,19,1,1,23,18,41,2,16203.873,731.5,1,4762.883864,17092,0,0,23954,2,7.695,2,36,55,208,16,192,2,34,36,2,10347.2503,20083,4,32862.79508,705,2,7404.273581,19801,1,7944.388257,19893,1,17305.67529,633,1,7041.106175,19622,85,96,20,16,2,19,2
RP11-255G12.3,4,70,4,0,0,0,0,27,1,0,30,26,56,2,16203.873,731.5,1,5308.408743,17653,0,0,23954,0,0,2,42,64,278,17,261,2,36,38,2,9815.763899,19792.5,5,35903.10285,705,2,6894.256901,18328,2,8187.337745,19622,1,17935.27666,633,2,7483.878236,19114,109,130,23,18,1,29,1
RP11-255G21.1,0,54,17,0,0,0,0,14,1,0,22,19,41,3,34716.677,664,1,2650.411133,10485.5,1,0,7219,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
RP11-255H23.4,1,122,468,0,0,0,0,13,1,0,59,39,98,0,0,0,1,3030.255966,15555,1,0,20352,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-255I10.2,0,35,3,0,0,0,0,18,0,1,26,32,58,0,0,0,1,1112.282733,7258,1,0,6521,0,0,0,15,5,1,0,1,0,0,0,1,42.714,22240,0,0,0,1,42.714,22240,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0
RP11-255M2.1,0,51,32,0,0,124,0,10,1,1,7,12,19,0,0,0,2,1942.560517,10611,0,0,23954,1,8.29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-255M2.2,1,45,0,0,0,0,0,11,1,1,8,15,23,0,0,0,1,1691.244774,11468,1,0,5545,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-255P5.2,0,34,20,0,0,0,0,4,0,0,15,24,39,0,0,0,1,3351.993557,16871,1,0,18669,8,8.406,0,35,2,24,0,24,0,0,0,2,4349.149154,17667.5,0,0,0,2,4349.149154,17667.5,0,0,0,0,0,0,0,0,0,9,6,2,3,8,7,0
RP11-256I23.1,0,56,102,0,0,0,0,34,1,4,49,53,102,0,0,0,1,3713.657087,16623,1,0,18965,21,7.429524,0,101,44,301,6,295,0,92,92,1,5363.7378,17164,8,31005.31308,876,1,4664.047945,16998,1,4226.237919,16864,0,0,0,1,4226.237919,16864,85,106,28,29,3,19,3
RP11-256I23.2,0,59,109,0,0,0,0,34,1,4,44,50,94,0,0,0,1,3912.776783,17649.5,0,0,23954,19,7.481842,0,80,48,304,6,298,0,74,74,1,5184.366137,17280,8,30754.47862,876,1,4595.193038,17164,1,4526.410381,17626,0,0,0,1,4526.410381,17626,87,109,26,30,5,19,5
RP11-256I23.3,0,37,85,0,0,271,0,59,1,3,32,27,59,8.5,23971.99875,845.5,1,3308.743069,16558,0,0,23954,4,6.44,4,72,26,199,5,194,4,43,47,2,6207.185186,17583,8,35201.35992,876,1,5174.515948,17280,1.5,7529.329908,18187,8.5,23971.99865,853.5,1,5093.378983,17754,62,73,11,9,5,8,3
RP11-256I9.2,0,60,21,0,0,0,0,2,0,0,8,14,22,0,0,0,1,1002.716275,7211.5,0,0,23954,1,8.67,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-256I9.3,0,63,15,0,0,0,0,4,0,0,14,20,34,0,0,0,1,1280.995676,7557,1,0,7441,2,8.755,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-256L11.1,0,65,34,0,0,0,0,15,1,1,18,26,44,0,0,0,1.5,2811.250933,12105.5,0,0,23954,6,8.208333,0,6,4,50,0,50,0,0,0,2,4399.179086,16075,0,0,0,2,4399.179086,16075,0,0,0,0,0,0,0,0,0,10,13,0,0,0,6,0
RP11-256L11.3,2,54,17,2,0,0,0,16,1,2,49,49,98,2,28758.24667,522,1,4577.778362,17224,0,0,23954,6,8.735833,3,73,3,25,3,22,3,22,25,2,11924.32628,21510,2,28758.2466,530,2,9628.791691,21254,2,11924.32628,21331,2,28758.2466,530,2,9628.791691,21075,7,7,7,7,3,0,0
RP11-256L6.2,0,33,35,0,0,0,0,15,1,0,43,43,86,2,23777.837,174,1,3055.720583,14134,1,0,20386,0,0,1,40,3,46,7,39,1,20,21,1,6522.081485,18260,2,22157.30879,485.5,1,4942.765596,16579,2,5450.097305,16400,2,23777.8366,182,1.5,4533.71034,16203.5,13,11,6,4,9,9,9
RP11-256L6.3,0,60,29,0,0,0,0,21,1,1,28,32,60,2,23777.837,174,1,3269.938062,16077,0,0,23954,11,7.317143,1,45,9,66,11,55,1,21,22,2,8955.818727,18496,5,37705.40336,657,2,5414.203229,17666,2,5827.50418,18081,2,23777.8366,182,2,5094.837551,16400,33,34,6,4,18,9,9
